,OBJECTID,ID_MAXIMO,AREACODE,HALTENAAM,NLQNR,INSTAP_PWD_NOV_ALLE_PERRONS_19,MAX_INSTAP_PWD_DRUKSTE_UUR_19,MAX_INSTAP_PWD_24,MAAND_MAX_PWD_24,MAX_INSTAP_PWD_DRUKSTE_UUR_24,MAX_INSTAP_PER_UUR_24,UUR_MAX_24,MAAND_UUR_MAX_PWD_24,INSTAP_PWD_REF_MAAND,LIJNEN,BASIS,PLUS,TOP_,CATEGORIE,CODE_CATEGORIE,CODE_OVERSTAP,CODE_RECREATIE,CODE_WIJK,CODE_SEIZOEN,CODE_VISUALISATIE,CRITERIUM_OVERSTAP,CRITERIUM_RECREATIE,CRITERIUM_WIJK,CRITERIUM_SEIZOEN,AANTAL_INWONERS,INSTAPPERS,INST_INW,latitude,longitude
603,992,HLT9808,9807,Weidevogellaan,NL:Q:32009808,277.0,25.0,251,1711929600000,60,11,11,1711929600000,293.0,19,3.0,,,3.0,3,0,0,0,0,30000,,,,,3475.0,39.761905,0.0114,52.0516461486911,4.38478960112798
604,993,HLT9813,9812,Gruttosingel,NL:Q:32009813,810.0,140.0,602,1733011200000,107,8,8,1727740800000,709.0,15-19,3.0,,,3.0,3,0,0,0,0,30000,,,,,4240.0,204.761905,0.0483,52.0484520886529,4.3825299978272
605,994,HLT9841,9840,Station Ypenburg,NL:Q:32009841,459.0,57.0,616,1722470400000,126,18,18,1722470400000,400.0,19,3.0,,,3.0,3,1,0,0,0,31000,"Treinstation <250m, P&R <100m",,,,1600.0,70.857143,0.0443,52.0551863067368,4.38854215856082
606,995,HLT7212,7211,Leidschendam-Voorburg,NL:Q:32007212,1676.0,320.0,1431,1711929600000,297,8,8,1730419200000,1432.0,1934-04-03 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,2001.0,358.857143,0.1793,52.077732380858,4.38170584291822
607,996,HLT8102,8101,Voorweg Laag,NL:Q:32008102,2333.0,372.0,2022,1711929600000,446,8,8,1711929600000,2308.0,1934-04-03 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,3116.0,591.714286,0.1899,52.0627781849134,4.4706426169497
608,997,HLT8106,8105,Stadhuis,NL:Q:32008106,2199.0,198.0,1331,1727740800000,161,8,8,1727740800000,1879.0,1934-04-03 00:00:00,,2.0,,2.0,2,0,1,1,0,20110,,,Supermarkt + bibliotheek <200m,,3560.0,245.142857,0.0689,52.0610541841066,4.4928976028753
609,998,HLT8110,8109,Seghwaert,NL:Q:32008110,1795.0,242.0,1061,1704067200000,190,8,8,1727740800000,1520.0,1934-04-03 00:00:00,,2.0,,2.0,2,0,0,1,0,20010,,,Instappers/inwoners ochtendspits,,3703.0,391.285714,0.1057,52.0629731831931,4.51514261429351
610,999,HLT8114,8113,De Leyens,NL:Q:32008114,824.0,121.0,585,1706745600000,86,8,8,1706745600000,666.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,3618.0,212.0,0.0586,52.0718922020502,4.49508768158454
611,1000,HLT8118,8117,Voorweg Hoog,NL:Q:32008118,587.0,53.0,307,1725148800000,62,17,17,1706745600000,582.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,2979.0,58.285714,0.0196,52.0629291866202,4.4712016192611
612,1001,HLT8122,8121,Driemanspolder,NL:Q:32008122,628.0,103.0,619,1711929600000,98,8,8,1711929600000,461.0,3,3.0,,,3.0,3,1,0,0,0,31000,Treinstation <250m,,,,673.0,72.904762,0.1083,52.0484831663047,4.47709755237297
613,1002,HLT8126,8125,Dorp,NL:Q:32008126,236.0,27.0,192,1711929600000,36,12,12,1704067200000,246.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,2851.0,36.380952,0.0128,52.0541274933361,4.49167509090681
614,1003,HLT8130,8130,Oosterheem,NL:Q:32008130,1186.0,267.0,164,1709251200000,54,7,7,1719792000000,1026.0,1934-04-01 00:00:00,,2.0,,2.0,2,0,0,1,0,20010,,,"Supermarkt + bibliotheek <200m, Instappers/inwoners ochtendspits",,4476.0,334.666667,0.0748,52.0599741798796,4.54271758599953
615,1004,HLT8134,8103,Centrum-West,NL:Q:32008134,4113.0,420.0,247,1725148800000,57,8,8,1717200000000,3549.0,3,,2.0,1.0,1.0,1,1,1,1,0,11110,% HTM-overstappers,,Aan fietsroute,,2877.0,614.666667,0.2136,52.0604647614667,4.48339416645804
616,1005,HLT9595,9594,Forepark,NL:Q:32009595,868.0,180.0,1255,1733011200000,471,23,23,1733011200000,759.0,1934-04-03 00:00:00,,2.0,,2.0,2,1,1,0,0,21100,"% HTM-overstappers, P&R <100m",,,,4.0,85.333333,21.3333,52.0703143348285,4.39239080177321
617,1201,HLT0218,217,Harstenhoekplein,NL:Q:32000218,240.0,37.0,297,1730419200000,60,23,23,1717200000000,315.0,21-22-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,5776.0,41.428571,0.0072,52.1121333071707,4.28741505902821
618,1202,HLT0224,223,Duinkerksestraat,NL:Q:32000224,244.0,40.0,80,1711929600000,26,11,11,1706745600000,229.0,22-23-36,3.0,,,3.0,3,0,0,0,0,30000,,,,,3557.0,51.904762,0.0146,52.111317114036,4.29632906024534
619,1203,HLT0228,227,Pompstationsweg,NL:Q:32000228,135.0,23.0,120,1706745600000,40,12,12,1706745600000,98.0,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,1246.0,13.666667,0.011,52.1067879367038,4.30122502827883
620,1204,HLT0311,311,Plesmanweg,NL:Q:32000311,35.0,5.0,108,1717200000000,23,16,16,1717200000000,36.0,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,558.0,2.428571,0.0044,52.1003604130588,4.30126124557253
621,1205,HLT0403,403,HMC Bronovo,NL:Q:32000403,603.0,100.0,520,1711929600000,106,17,17,1704067200000,501.0,22-23-29,3.0,,,3.0,3,0,1,0,0,30100,,,,,2467.0,43.47619,0.0176,52.1031156242217,4.31814917046317
622,1206,HLT0415,415,Ruychrocklaan,NL:Q:32000415,198.0,32.0,124,1711929600000,30,18,18,1725148800000,104.0,22-23-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,1841.0,24.047619,0.0131,52.1001717034707,4.32156599743908
623,1207,HLT0426,426,Jozef Isradlsplein,NL:Q:32000426,71.0,41.0,28,1711929600000,15,16,16,1711929600000,10.0,29,3.0,,,3.0,3,0,0,0,0,30000,,,,,2333.0,1.238095,0.0005,52.0924967656612,4.31957823867838
624,1208,HLT0505,505,Riouwstraat,NL:Q:32000505,512.0,70.0,467,1706745600000,72,8,8,1725148800000,389.0,2025-09-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,2263.0,90.571429,0.04,52.0948443323932,4.30769222493858
625,1209,HLT0519,519,Javabrug,NL:Q:32000519,948.0,232.0,189,1719792000000,95,17,17,1714521600000,818.0,2025-09-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,3330.0,121.809524,0.0366,52.0901285346242,4.31178690655662
626,1210,HLT0603,603,Madurodam,NL:Q:32000603,16.0,5.0,363,1717200000000,82,17,17,1717200000000,15.0,22,3.0,,,3.0,3,0,1,0,1,30101,,,,Spreiding instappers/maand,252.0,0.238095,0.0009,52.0973919192484,4.29987278824698
627,1211,HLT0703,702,Badhuiskade,NL:Q:32000703,439.0,67.0,249,1717200000000,48,17,17,1717200000000,457.0,1-21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,5270.0,92.095238,0.0175,52.1079951946561,4.2771075162535
628,1212,HLT0709,708,Circustheater,NL:Q:32000709,933.0,182.0,175,1733011200000,29,17,17,1730419200000,1404.0,2025-09-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,5996.0,211.761905,0.0353,52.1105028573891,4.28426167907005
629,1213,HLT0717,716,Duinstraat,NL:Q:32000717,362.0,44.0,30,1719792000000,9,14,14,1717200000000,367.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,4883.0,44.285714,0.0091,52.1016904376426,4.27371902070202
630,1214,HLT0721,720,Prins Willemstraat,NL:Q:32000721,46.0,24.0,38,1704067200000,17,18,18,1704067200000,,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,5064.0,3.809524,0.0008,52.1018202158223,4.27743959821189
631,1215,HLT0725,724,Haringkade,NL:Q:32000725,101.0,25.0,176,1730419200000,43,14,14,1711929600000,187.0,21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,2923.0,9.571429,0.0033,52.104617517952,4.28639333811982
632,1216,HLT0729,728,Nieuwe Duinweg,NL:Q:32000729,793.0,146.0,92,1722470400000,62,20,20,1711929600000,940.0,2025-09-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,2636.0,151.666667,0.0575,52.1073999838487,4.289415872569
633,1217,HLT0735,734,Rusthoekstraat,NL:Q:32000735,51.0,15.0,104,1730419200000,27,13,13,1730419200000,111.0,21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,3662.0,5.809524,0.0016,52.1021523049745,4.28383007687493
634,1218,HLT0750,706,Schev.slag/Beelden aan Zee,,391.0,55.0,193,1717200000000,30,19,19,1717200000000,447.0,21-22,3.0,,,3.0,3,0,0,0,1,30001,,,,Spreiding instappers/maand,4401.0,53.095238,0.0121,52.1110936227691,4.28083599550796
635,1219,HLT0905,904,Scheveningseweg,NL:Q:32000905,150.0,24.0,808,1733011200000,89,17,17,1733011200000,837.0,21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,3132.0,10.666667,0.0034,52.0989761989589,4.28133152309854
636,1220,HLT0911,910,Prins Mauritsplein,NL:Q:32000911,180.0,17.0,178,1730419200000,42,19,19,1727740800000,236.0,21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,4734.0,13.666667,0.0029,52.0954738560172,4.27817729560765
637,1221,HLT0935,934,Doornstraat,NL:Q:32000935,118.0,22.0,31,1717200000000,16,18,18,1717200000000,129.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,4044.0,19.857143,0.0049,52.0983169833286,4.27410226413704
638,1222,HLT1102,1101,Houtrust,NL:Q:32001102,339.0,47.0,177,1717200000000,34,14,14,1722470400000,332.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,3725.0,34.285714,0.0092,52.0858280246506,4.27369500341085
639,1223,HLT1106,1106,Kunstmuseum,NL:Q:32001106,308.0,32.0,407,1727740800000,98,13,13,1733011200000,393.0,21-24,3.0,,,3.0,3,0,1,0,0,30100,,,,,3128.0,0.0,0.0,52.0883699908259,4.27946560860845
640,1224,HLT1110,1110,Conradkade,NL:Q:32001110,169.0,33.0,156,1704067200000,44,15,15,1727740800000,168.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,5899.0,19.714286,0.0033,52.0820934275228,4.276644447142
641,1225,HLT1114,1114,Groot Hertoginnelaan,NL:Q:32001114,625.0,109.0,58,1725148800000,22,7,7,1704067200000,624.0,24-28,3.0,,,3.0,3,0,0,0,0,30000,,,,,3878.0,138.142857,0.0356,52.0857117021584,4.28264124444967
642,1226,HLT1118,1117,Banstraat,NL:Q:32001118,118.0,18.0,26,1717200000000,16,8,8,1717200000000,105.0,24-28,3.0,,,3.0,3,0,0,0,0,30000,,,,,3958.0,12.809524,0.0032,52.0852910315099,4.28764956198165
643,1227,HLT1122,1121,Van Speijkstraat,NL:Q:32001122,1006.0,137.0,337,1733011200000,63,14,14,1709251200000,1030.0,3-17-34,3.0,,,3.0,3,0,0,0,0,30000,,,,,8402.0,192.428571,0.0229,52.0815426573226,4.28807976950059
644,1228,HLT1201,1201,Kwartellaan,NL:Q:32001201,132.0,28.0,19,1730419200000,9,8,8,1733011200000,127.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,2700.0,33.619048,0.0125,52.0780749136373,4.254697608956
645,1229,HLT1205,1205,Sportlaan,NL:Q:32001205,210.0,32.0,166,1727740800000,44,9,9,1733011200000,140.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,3048.0,31.0,0.0102,52.0804137166609,4.26007817401344
646,1230,HLT1209,1209,Houtrustweg,NL:Q:32001209,176.0,20.0,90,1730419200000,29,8,8,1733011200000,159.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,3391.0,32.095238,0.0095,52.0851645503645,4.27311984709792
647,1231,HLT1213,1213,Zonnebloemstraat,NL:Q:32001213,932.0,148.0,856,1733011200000,168,15,15,1709251200000,810.0,1934-03-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,6179.0,182.095238,0.0295,52.071423691742,4.2570446250078
648,1232,HLT1301,1301,Doctor van Welylaan,NL:Q:32001301,106.0,24.0,12,1722470400000,9,12,12,1717200000000,72.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,1793.0,8.904762,0.005,52.0850836547605,4.25747708767903
649,1233,HLT1307,1307,Vliegenvangerlaan,NL:Q:32001307,76.0,16.0,111,1722470400000,36,18,18,1706745600000,68.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,1815.0,16.571429,0.0091,52.0765455599332,4.25140470872696
650,1234,HLT1405,1405,Arabislaan,,99.0,18.0,14,1719792000000,7,18,18,1706745600000,79.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,2460.0,23.380952,0.0095,52.0695754451643,4.23587947947599
651,1235,HLT1411,1411,Aronskelkweg,NL:Q:32001411,,,15,1722470400000,5,16,16,1722470400000,,23,,,,,3,0,0,0,0,30000,,,,,,,,52.0666292135708,4.23555543563438
652,1236,HLT1417,1417,Lobelialaan,NL:Q:32001417,51.0,7.0,24,1722470400000,6,13,13,1722470400000,,23,3.0,,,3.0,3,0,0,0,1,30001,,,,Calamiteitenhalte,4293.0,0.0,0.0,52.0648769363753,4.23706984122819
653,1237,HLT1421,1421,Hoefbladlaan,NL:Q:32001421,441.0,78.0,21,1719792000000,7,15,15,1722470400000,421.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,4613.0,96.0,0.0208,52.0657695373576,4.24065349556269
654,1238,HLT1425,1425,Teunisbloemplein,NL:Q:32001425,31.0,7.0,17,1717200000000,8,13,13,1722470400000,40.0,26,3.0,,,3.0,3,0,0,0,0,30000,,,,,2038.0,3.952381,0.0019,52.0631085093536,4.22654154604364
655,1239,HLT1504,1504,Kijkduin Strand,NL:Q:32001504,168.0,42.0,1035,1719792000000,172,17,17,1719792000000,178.0,23-24-26,3.0,,,3.0,3,0,1,0,1,30101,,,,Spreiding instappers/maand,657.0,0.0,0.0,52.0687621457293,4.22262956598752
656,1240,HLT1516,1516,Kijkduinsestraat,NL:Q:32001516,111.0,38.0,180,1717200000000,31,22,22,1717200000000,54.0,24-26-38,3.0,,,3.0,3,0,0,0,0,30000,,,,,1717.0,10.619048,0.0062,52.0655872066853,4.22413015587448
657,1241,HLT1607,1601,Kraayensteinlaan,,613.0,107.0,24,1725148800000,18,14,14,1725148800000,582.0,2,3.0,,,3.0,3,0,0,0,0,30000,,,,,4781.0,163.142857,0.0341,52.0489009473109,4.23628378233782
658,1242,HLT1710,1709,Burgemeester Hovylaan,NL:Q:32001710,522.0,121.0,611,1711929600000,102,8,8,1730419200000,518.0,2025-04-02 00:00:00,3.0,,,3.0,3,0,0,1,0,30010,,,Aan fietsroute,,6113.0,123.666667,0.0202,52.0553315532249,4.24185053033057
659,1243,HLT1716,1715,Houtwijklaan,NL:Q:32001716,445.0,62.0,228,1704067200000,36,8,8,1733011200000,384.0,21-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,4837.0,94.714286,0.0196,52.0563952744465,4.25072483701974
660,1244,HLT1721,1719,Albert Schweitzerlaan,NL:Q:32001721,127.0,16.0,74,1709251200000,16,9,9,1706745600000,144.0,21-26-38,3.0,,,3.0,3,0,0,0,0,30000,,,,,2915.0,16.666667,0.0057,52.0570853492844,4.26193342693348
661,1245,HLT1806,1805,Pisuissestraat,NL:Q:32001806,570.0,125.0,561,1706745600000,204,16,16,1706745600000,472.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,3212.0,61.47619,0.0191,52.0574587330576,4.22783969024404
662,1246,HLT1811,1810,Buitentuinen,NL:Q:32001811,1136.0,272.0,1250,1709251200000,232,8,8,1730419200000,1095.0,2025-04-02 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,5586.0,310.952381,0.0557,52.0568295122685,4.24689393187354
663,1247,HLT1818,1817,Arnold Spoelplein,NL:Q:32001818,569.0,116.0,616,1704067200000,76,14,14,1706745600000,473.0,3,3.0,,,3.0,3,0,0,1,0,30010,,,Instappers/inwoners ochtendspits,,,,,52.0545372303567,4.23313537377233
664,1248,HLT1823,1822,Louis Armstrongplein,NL:Q:32001823,118.0,27.0,44,1717200000000,16,19,19,1706745600000,110.0,26,3.0,,,3.0,3,0,0,0,0,30000,,,,,6135.0,29.190476,0.0048,52.0551826032326,4.2384645101827
665,1249,HLT1829,1828,Binnentuinen,NL:Q:32001829,56.0,7.0,94,1711929600000,17,14,14,1711929600000,35.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,3085.0,9.761905,0.0032,52.059305178619,4.24783772247889
666,1250,HLT1873,1872,Westduin,NL:Q:32001873,126.0,44.0,228,1706745600000,106,15,15,1727740800000,148.0,24-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,2763.0,9.238095,0.0033,52.0585112299475,4.22606296129191
667,1251,HLT1908,1907,Colijnplein,NL:Q:32001908,684.0,188.0,760,1704067200000,214,15,15,1717200000000,581.0,23,,2.0,,2.0,2,0,0,0,0,20000,,,,,4371.0,42.809524,0.0098,52.0662887519574,4.24806906684069
668,1252,HLT1914,1913,Thorbeckelaan,NL:Q:32001914,211.0,29.0,178,1704067200000,55,13,13,1709251200000,317.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,5446.0,25.809524,0.0047,52.0649013007184,4.25332837593685
669,1253,HLT1918,1917,Laan van Eik en Duinen,NL:Q:32001918,79.0,9.0,57,1725148800000,18,8,8,1730419200000,84.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,3414.0,11.666667,0.0034,52.0690452467923,4.2634417566283
670,1254,HLT1922,1921,Thorbeckelaan,NL:Q:32001922,579.0,108.0,871,1709251200000,161,8,8,1711929600000,795.0,2006-04-02 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,6033.0,134.523809,0.0223,52.0629544641501,4.26042757667489
671,1255,HLT2004,2003,Goudenregenstraat,NL:Q:32002004,1982.0,334.0,1332,1730419200000,287,8,8,1711929600000,1522.0,1934-12-03 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,7520.0,469.380952,0.0624,52.0752132876932,4.26757600141466
672,1256,HLT2008,2007,Fahrenheitstraat,NL:Q:32002008,371.0,63.0,402,1711929600000,88,8,8,1725148800000,376.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,8152.0,65.952381,0.0081,52.0764040219867,4.27228439332052
673,1257,HLT2013,2012,Valkenbosplein,NL:Q:32002013,200.0,20.0,102,1704067200000,19,14,14,1730419200000,173.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,7927.0,31.761905,0.004,52.0780417480059,4.27645092087172
674,1258,HLT2020,2019,Kamperfoeliestraat,NL:Q:32002020,152.0,23.0,126,1730419200000,45,14,14,1709251200000,149.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,7214.0,43.238095,0.006,52.0706091001204,4.26965993642885
675,1259,HLT2102,2101,Laan van Meerdervoort,NL:Q:32002102,632.0,59.0,529,1704067200000,95,8,8,1733011200000,495.0,11,3.0,,,3.0,3,0,0,1,0,30010,,,Supermarkt + bibliotheek <200m,,7616.0,78.809524,0.0103,52.0803302693843,4.28436095881858
676,1260,HLT2106,2105,Weimarstraat,NL:Q:32002106,474.0,66.0,266,1717200000000,45,16,16,1719792000000,387.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,7438.0,83.333333,0.0112,52.0786641915949,4.28685620237912
677,1261,HLT2202,2201,Obrechtstraat,NL:Q:32002202,504.0,71.0,235,1727740800000,31,8,8,1727740800000,411.0,2017-11-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,7536.0,93.952381,0.0125,52.0823717815948,4.28693708522128
678,1262,HLT2213,2212,Elandstraat,NL:Q:32002213,1029.0,172.0,1263,1711929600000,235,8,8,1730419200000,1166.0,3-11-17-34,,2.0,,2.0,2,0,0,0,0,20000,,,,,7041.0,214.0,0.0304,52.0780562953435,4.29268462668115
679,1263,HLT2303,2301,Javastraat,,593.0,138.0,648,1730419200000,144,16,16,1725148800000,675.0,22-24-28-36,3.0,,,3.0,3,0,0,0,0,30000,,,,,2491.0,54.904762,0.022,52.0875147388448,4.3036203771662
680,1264,HLT2306,2307,Mauritskade,NL:Q:32002306,1591.0,287.0,1334,1730419200000,290,12,12,1733011200000,1609.0,22-24-28,,2.0,,2.0,2,0,0,0,0,20000,,,,,2562.0,99.238095,0.0387,52.0881653341001,4.30487953968572
681,1265,HLT2310,2309,Dr. Kuyperstraat,NL:Q:32002310,1583.0,419.0,1585,1706745600000,306,17,17,1704067200000,1138.0,2025-09-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,3271.0,73.47619,0.0225,52.0869547341402,4.31426498328405
682,1266,HLT2502,2501,Overbosch,NL:Q:32002502,172.0,40.0,181,1733011200000,36,10,10,1725148800000,163.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,2900.0,31.285714,0.0108,52.0909152755171,4.34746839776514
683,1267,HLT2506,2505,Barnsteenhorst,NL:Q:32002506,425.0,127.0,429,1704067200000,121,14,14,1704067200000,24.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,3894.0,91.047619,0.0234,52.0943794596975,4.3559562781038
684,1268,HLT2510,2509,Carel Reinierszkade,NL:Q:32002510,671.0,135.0,476,1709251200000,90,12,12,1709251200000,451.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,3536.0,93.428571,0.0264,52.086906575114,4.34790588821244
685,1269,HLT2516,2515,Vlamenburg,NL:Q:32002516,1195.0,165.0,1084,1730419200000,207,11,11,1725148800000,1119.0,6,,2.0,,2.0,2,0,0,0,0,20000,,,,,4143.0,127.809524,0.0308,52.091800926339,4.35793909224011
686,1270,HLT2520,2519,Het Kleine Loo,NL:Q:32002520,193.0,35.0,236,1706745600000,72,8,8,1706745600000,276.0,24-36,3.0,,,3.0,3,0,0,0,0,30000,,,,,4869.0,44.190476,0.0091,52.0951377020723,4.36279290045964
687,1271,HLT2524,2521,Margarethaland,NL:Q:32002524,470.0,48.0,251,1704067200000,66,17,17,1704067200000,548.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,3946.0,99.285714,0.0252,52.0915680278867,4.36574202158891
688,1272,HLT2602,2601,Centraal Station,NL:Q:32002602,18497.0,1977.0,1822,1727740800000,280,17,17,1730419200000,14811.0,15-16,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Instappers/inwoners ochtendspits,,3034.0,2560.571429,0.844,52.080549461827,4.32340118909617
689,1273,HLT2606,2605,Centraal Station,NL:Q:32002606,25237.0,1997.0,6123,1704067200000,1109,17,17,1704067200000,21618.0,2025-06-02 00:00:00,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Supermarkt + bibliotheek <200m,,3222.0,2526.52381,0.7841,52.0810523713699,4.32373428415779
690,1274,HLT2612,2609,Centraal Station,,4527.0,338.0,2769,1717200000000,380,13,13,1717200000000,5955.0,22-28-37,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Supermarkt + bibliotheek <200m,,3802.0,900.523809,0.2369,52.0804433066887,4.3245195028155
691,1275,HLT2616,2609,Centraal Station,,4527.0,338.0,1244,1730419200000,344,9,9,1730419200000,5955.0,28-41,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Supermarkt + bibliotheek <200m,,3802.0,900.523809,0.2369,52.0805658944001,4.32476863415271
692,1276,HLT2634,2633,Koningin Marialaan,NL:Q:32002634,370.0,65.0,86,1709251200000,22,12,12,1711929600000,390.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,3055.0,24.095238,0.0079,52.0844686259132,4.33328306724958
693,1277,HLT2638,2637,Theresiastraat,NL:Q:32002638,451.0,42.0,236,1709251200000,42,16,16,1704067200000,359.0,22-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,4353.0,59.285714,0.0136,52.0859212517317,4.33736218862579
694,1278,HLT2642,2641,De Eerensplein,NL:Q:32002642,203.0,39.0,41,1730419200000,14,8,8,1704067200000,191.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,3822.0,45.666667,0.0119,52.089182696308,4.34439808585869
695,1279,HLT2648,2647,Oostinje,NL:Q:32002648,1683.0,169.0,417,1706745600000,102,15,15,1706745600000,1377.0,2025-06-02 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,5940.0,177.571429,0.0299,52.0839475202033,4.33918587811744
696,1280,HLT2652,2651,Stuyvesantplein,NL:Q:32002652,484.0,83.0,136,1711929600000,23,8,8,1711929600000,462.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,7159.0,104.047619,0.0145,52.0843570138628,4.34268327576853
697,1281,HLT2663,2662,Beatrixkwartier,NL:Q:32002663,3511.0,695.0,2377,1706745600000,577,17,17,1706745600000,2479.0,1934-04-03 00:00:00,,2.0,1.0,1.0,1,0,0,0,0,10000,,,,,3875.0,139.095238,0.0359,52.0803179058489,4.33465471429342
698,1282,HLT2710,12705,Waldorpstraat / Station HS,NL:Q:32002710,584.0,73.0,250,1706745600000,58,23,23,1722470400000,624.0,15,3.0,,,3.0,3,1,0,0,0,31000,Treinstation <250m,,,,,,,52.0708566604853,4.32539118864927
699,1283,HLT2714,2713,Weteringkade,NL:Q:32002714,19.0,4.0,29,1709251200000,23,9,9,1709251200000,27.0,28,3.0,,,3.0,3,0,0,0,0,30000,,,,,3512.0,3.0,0.0009,52.0742603904425,4.32987768170967
700,1284,HLT2721,2719,Station Hollands Spoor,NL:Q:32002721,20010.0,1483.0,6657,1709251200000,1081,8,8,1709251200000,15720.0,9-15-16-17,,2.0,1.0,1.0,1,1,0,0,0,11000,"% HTM-overstappers, Treinstation <250m",,,,8252.0,2164.333333,0.2623,52.070907317194,4.32348102626172
701,1285,HLT2735,2734,Bierkade,NL:Q:32002735,7.0,7.0,4,1704067200000,4,15,15,1704067200000,,29,3.0,,,3.0,3,0,0,0,0,30000,,,,,7347.0,3.52381,0.0005,52.0747793159141,4.32107760589045
702,1286,HLT2804,2803,Kneuterdijk,NL:Q:32002804,951.0,130.0,733,1709251200000,181,22,22,1714521600000,1120.0,1,3.0,,,3.0,3,0,1,0,0,30100,,,,,2318.0,69.238095,0.0299,52.0803314263647,4.30965005172926
703,1287,HLT2811,2401,Malieveld,NL:Q:32002811,573.0,85.0,1299,1711929600000,254,23,23,1711929600000,700.0,2025-09-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,1313.0,61.285714,0.0467,52.083558073147,4.31734915860445
704,1288,HLT2819,2818,Gravenstraat,NL:Q:32002819,1227.0,114.0,1401,1733011200000,150,17,17,1730419200000,1655.0,2017-01-01 00:00:00,3.0,,,3.0,3,0,1,0,0,30100,,,,,3540.0,51.428571,0.0145,52.0778470978756,4.30880789899222
705,1289,HLT2823,2823,Brouwersgracht,NL:Q:32002823,2998.0,423.0,2041,1704067200000,407,8,8,1704067200000,2470.0,2-3-4-6-34,,2.0,1.0,1.0,1,1,0,1,0,11010,% HTM-overstappers,,Instappers/inwoners ochtendspits,,7033.0,544.666667,0.0774,52.0738405531036,4.30461894534549
