,OBJECTID,ID_MAXIMO,AREACODE,HALTENAAM,NLQNR,INSTAP_PWD_NOV_ALLE_PERRONS_19,MAX_INSTAP_PWD_DRUKSTE_UUR_19,MAX_INSTAP_PWD_24,MAAND_MAX_PWD_24,MAX_INSTAP_PWD_DRUKSTE_UUR_24,MAX_INSTAP_PER_UUR_24,UUR_MAX_24,MAAND_UUR_MAX_PWD_24,INSTAP_PWD_REF_MAAND,LIJNEN,BASIS,PLUS,TOP_,CATEGORIE,CODE_CATEGORIE,CODE_OVERSTAP,CODE_RECREATIE,CODE_WIJK,CODE_SEIZOEN,CODE_VISUALISATIE,CRITERIUM_OVERSTAP,CRITERIUM_RECREATIE,CRITERIUM_WIJK,CRITERIUM_SEIZOEN,AANTAL_INWONERS,INSTAPPERS,INST_INW,latitude,longitude
395,590,HLT9584,9584,Oude Middenweg,NL:Q:32009584,248.0,40.0,212,1711929600000,42,17,17,1704067200000,243.0,19,3.0,,,3.0,3,0,0,0,0,30000,,,,,2102.0,50.380952,0.024,52.0717987212228,4.40108165900463
396,591,HLT9588,9589,Leidschenveen Centrum,NL:Q:32009588,1358.0,193.0,1065,1727740800000,142,8,8,1730419200000,1260.0,19,,2.0,,2.0,2,1,0,1,0,21010,% HTM-overstappers,,Supermarkt + bibliotheek <200m,,2918.0,180.714286,0.0619,52.0645390155719,4.39984594666073
397,592,HLT9807,9807,Weidevogellaan,NL:Q:32009807,277.0,25.0,165,1704067200000,41,13,13,1704067200000,293.0,19,3.0,,,3.0,3,0,0,0,0,30000,,,,,3475.0,39.761905,0.0114,52.051503285978,4.38469074290434
398,593,HLT9812,9812,Gruttosingel,NL:Q:32009812,810.0,140.0,323,1733011200000,50,8,8,1730419200000,709.0,15-19,3.0,,,3.0,3,0,0,0,0,30000,,,,,4240.0,204.761905,0.0483,52.0488593534543,4.38338246287131
399,594,HLT9840,9840,Station Ypenburg,NL:Q:32009840,459.0,57.0,290,1719792000000,101,14,14,1704067200000,400.0,19,3.0,,,3.0,3,1,0,0,0,31000,"Treinstation <250m, P&R <100m",,,,1600.0,70.857143,0.0443,52.0555804220712,4.38912097734583
400,595,HLT7211,7211,Leidschendam-Voorburg,NL:Q:32007211,1676.0,320.0,440,1714521600000,94,16,16,1714521600000,1432.0,1934-04-03 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,2001.0,358.857143,0.1793,52.0775009359478,4.38222483038405
401,596,HLT8101,8101,Voorweg Laag,NL:Q:32008101,2333.0,372.0,902,1717200000000,108,8,8,1717200000000,2308.0,1934-04-03 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,3116.0,591.714286,0.1899,52.0626403005683,4.47125361618558
402,597,HLT8105,8105,Stadhuis,NL:Q:32008105,2199.0,198.0,1218,1727740800000,174,21,21,1727740800000,1879.0,1934-04-03 00:00:00,,2.0,,2.0,2,0,1,1,0,20110,,,Supermarkt + bibliotheek <200m,,3560.0,245.142857,0.0689,52.0611381844599,4.49337660351102
403,598,HLT8109,8109,Seghwaert,NL:Q:32008109,1795.0,242.0,853,1704067200000,163,18,18,1727740800000,1520.0,1934-04-03 00:00:00,,2.0,,2.0,2,0,0,1,0,20010,,,Instappers/inwoners ochtendspits,,3703.0,391.285714,0.1057,52.0631921825354,4.51556061556777
404,599,HLT8113,8113,De Leyens,NL:Q:32008113,824.0,121.0,503,1717200000000,69,8,8,1717200000000,666.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,3618.0,212.0,0.0586,52.0720512036104,4.49460268109558
405,600,HLT8117,8117,Voorweg Hoog,NL:Q:32008117,587.0,53.0,460,1711929600000,79,17,17,1711929600000,582.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,2979.0,58.285714,0.0196,52.062611411719,4.47100629372496
406,601,HLT8121,8121,Driemanspolder,NL:Q:32008121,628.0,103.0,391,1717200000000,54,14,14,1717200000000,461.0,3,3.0,,,3.0,3,1,0,0,0,31000,Treinstation <250m,,,,673.0,72.904762,0.1083,52.0484161661224,4.4776235539114
407,602,HLT8125,8125,Dorp,NL:Q:32008125,236.0,27.0,181,1717200000000,44,8,8,1709251200000,246.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,2851.0,36.380952,0.0128,52.0543871782127,4.49212656784806
408,603,HLT8129,8128,Willem Dreeslaan,NL:Q:32008129,1472.0,358.0,1301,1730419200000,310,8,8,1727740800000,1306.0,1934-04-01 00:00:00,,2.0,,2.0,2,0,0,1,0,20010,,,Instappers/inwoners ochtendspits,,4154.0,448.095238,0.1079,52.06552117502,4.53412462788428
409,604,HLT8133,8132,Javalaan,NL:Q:32008133,624.0,168.0,123,1733011200000,56,8,8,1733011200000,625.0,1934-04-01 00:00:00,,2.0,,2.0,2,0,0,1,0,20010,,,Instappers/inwoners ochtendspits,,3845.0,408.857143,0.1063,52.0534741892726,4.53748854678698
410,605,HLT9594,9594,Forepark,NL:Q:32009594,868.0,180.0,307,1714521600000,179,21,21,1714521600000,759.0,1934-04-03 00:00:00,,2.0,,2.0,2,1,1,0,0,21100,"% HTM-overstappers, P&R <100m",,,,4.0,85.333333,21.3333,52.0700033326402,4.39276380154066
411,606,HLT1127,1114,Groot Hertoginnelaan,,625.0,109.0,246,1709251200000,41,8,8,1714521600000,624.0,24-28-36,3.0,,,3.0,3,0,0,0,0,30000,,,,,3878.0,138.142857,0.0356,52.0849479777133,4.2834824143791
412,801,HLT0217,217,Harstenhoekplein,NL:Q:32000217,240.0,37.0,145,1719792000000,66,20,20,1722470400000,315.0,22-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,5776.0,41.428571,0.0072,52.1121945199754,4.28726571567318
413,802,HLT0223,223,Duinkerksestraat,NL:Q:32000223,244.0,40.0,264,1719792000000,50,11,11,1717200000000,229.0,22-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3557.0,51.904762,0.0146,52.1112833139141,4.29589280932128
414,803,HLT0227,227,Pompstationsweg,NL:Q:32000227,135.0,23.0,35,1711929600000,15,15,15,1711929600000,98.0,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,1246.0,13.666667,0.011,52.1072844019843,4.30066410479831
415,804,HLT0310,309,Maurits de Brauwweg,NL:Q:32000310,95.0,16.0,57,1717200000000,18,17,17,1709251200000,84.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,903.0,12.190476,0.0135,52.108784020229,4.30846406104529
416,805,HLT0402,401,HMC Bronovo,NL:Q:32000402,376.0,71.0,29,1730419200000,17,9,9,1730419200000,270.0,20,3.0,,,3.0,3,0,1,0,0,30100,,,,,2661.0,38.285714,0.0144,52.1012343283809,4.31501964749388
417,806,HLT0412,411,Oostduinlaan,NL:Q:32000412,214.0,64.0,16,1714521600000,8,11,11,1714521600000,172.0,20,3.0,,,3.0,3,0,0,0,0,30000,,,,,2200.0,26.047619,0.0118,52.0973925733531,4.31308300599461
418,807,HLT0418,417,Groenhovenstraat,NL:Q:32000418,81.0,15.0,110,1717200000000,42,11,11,1711929600000,81.0,20,3.0,,,3.0,3,0,0,0,0,30000,,,,,2099.0,17.238095,0.0082,52.0945623928717,4.31305610533233
419,808,HLT0504,503,Bankaplein,NL:Q:32000504,103.0,11.0,120,1709251200000,28,12,12,1711929600000,111.0,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,2779.0,12.095238,0.0044,52.0933089689487,4.30265277689089
420,809,HLT0514,513,Laan Copes van Cattenburch,NL:Q:32000514,1107.0,319.0,993,1706745600000,253,17,17,1706745600000,813.0,2025-09-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,3478.0,106.380952,0.0306,52.0920374865939,4.31008613499564
421,810,HLT0602,601,Madurodam,NL:Q:32000602,415.0,82.0,320,1722470400000,110,13,13,1717200000000,358.0,2025-09-01 00:00:00,3.0,,,3.0,3,0,1,0,1,30101,,,,Spreiding instappers/maand,398.0,70.904762,0.1782,52.0993685632631,4.29986355533555
422,811,HLT0702,702,Badhuiskade,NL:Q:32000702,439.0,67.0,634,1722470400000,130,23,23,1733011200000,457.0,1-21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,5270.0,92.095238,0.0175,52.107691316095,4.27720791645998
423,812,HLT0708,708,Circustheater,NL:Q:32000708,933.0,182.0,1620,1727740800000,266,8,8,1733011200000,1404.0,2025-09-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,5996.0,211.761905,0.0353,52.1102425459662,4.28437524751412
424,813,HLT0716,716,Duinstraat,NL:Q:32000716,362.0,44.0,537,1733011200000,75,8,8,1730419200000,367.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,4883.0,44.285714,0.0091,52.1015287836448,4.27392447645498
425,814,HLT0720,720,Prins Willemstraat,NL:Q:32000720,46.0,24.0,43,1709251200000,11,12,12,1704067200000,,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,5064.0,3.809524,0.0008,52.1019723502503,4.2775264464341
426,815,HLT0724,724,Haringkade,NL:Q:32000724,101.0,25.0,88,1730419200000,22,23,23,1727740800000,187.0,21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,2923.0,9.571429,0.0033,52.1040868685722,4.28629427503056
427,816,HLT0728,728,Nieuwe Duinweg,NL:Q:32000728,793.0,146.0,1075,1730419200000,162,8,8,1730419200000,940.0,2025-09-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,2636.0,151.666667,0.0575,52.1075265829005,4.28898094852457
428,817,HLT0734,734,Rusthoekstraat,NL:Q:32000734,51.0,15.0,60,1727740800000,19,14,14,1733011200000,111.0,21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,3662.0,5.809524,0.0016,52.1014730771013,4.28310135961231
429,818,HLT0749,706,Schev.slag/Beelden aan Zee,,391.0,55.0,341,1717200000000,80,20,20,1717200000000,447.0,22,3.0,,,3.0,3,0,0,0,1,30001,,,,Spreiding instappers/maand,4401.0,53.095238,0.0121,52.1110008280486,4.28052594374643
430,819,HLT0904,904,Scheveningseweg,NL:Q:32000904,150.0,24.0,235,1727740800000,46,17,17,1704067200000,837.0,21-22-36,3.0,,,3.0,3,0,0,0,0,30000,,,,,3132.0,10.666667,0.0034,52.0991939850492,4.28151634258156
431,820,HLT0910,910,Prins Mauritsplein,NL:Q:32000910,180.0,17.0,135,1730419200000,34,11,11,1711929600000,236.0,21-22,3.0,,,3.0,3,0,0,0,0,30000,,,,,4734.0,13.666667,0.0029,52.0953394429413,4.2779008915119
432,821,HLT0934,934,Doornstraat,NL:Q:32000934,118.0,22.0,162,1730419200000,30,7,7,1730419200000,129.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,4044.0,19.857143,0.0049,52.0981172509537,4.27365986825458
433,822,HLT1101,1101,Houtrust,NL:Q:32001101,339.0,47.0,368,1706745600000,64,12,12,1730419200000,332.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,3725.0,34.285714,0.0092,52.0855230992057,4.27374836603618
434,823,HLT1131,1131,Kunstmuseum,NL:Q:32001131,,,65,1714521600000,26,13,13,1714521600000,1144.0,2017-11-01 00:00:00,,,,,3,0,0,0,0,30000,,,,,,,,52.0903762525416,4.27888914203568
435,824,HLT1109,1108,Groot Hertoginnelaan,NL:Q:32001109,509.0,100.0,214,1717200000000,46,22,22,1733011200000,394.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,5618.0,49.095238,0.0087,52.0824184882824,4.27752690971781
436,825,HLT1113,1112,Valeriusstraat,NL:Q:32001113,103.0,24.0,70,1730419200000,18,21,21,1706745600000,104.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,5313.0,10.761905,0.002,52.0843315815511,4.27959798558544
437,826,HLT1117,1117,Banstraat,NL:Q:32001117,118.0,18.0,196,1717200000000,48,14,14,1717200000000,105.0,24-28,3.0,,,3.0,3,0,0,0,0,30000,,,,,3958.0,12.809524,0.0032,52.0852006860692,4.28699681366676
438,827,HLT1121,1121,Van Speijkstraat,NL:Q:32001121,1006.0,137.0,1067,1711929600000,136,7,7,1711929600000,1030.0,3-17-34,3.0,,,3.0,3,0,0,0,0,30000,,,,,8402.0,192.428571,0.0229,52.081223995714,4.28832059691848
439,828,HLT1125,1103,Cornelis de Wittlaan,NL:Q:32001125,308.0,37.0,75,1727740800000,17,16,16,1730419200000,261.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,4485.0,42.380952,0.0094,52.0875793139329,4.27800489877421
440,829,HLT1204,1203,Nieboerweg,NL:Q:32001204,173.0,34.0,51,1714521600000,17,8,8,1733011200000,154.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,3139.0,37.285714,0.0119,52.0801897119236,4.25979113764391
441,830,HLT1208,1207,Eksterlaan,NL:Q:32001208,179.0,22.0,51,1711929600000,36,8,8,1711929600000,147.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,2802.0,28.0,0.01,52.0820789153493,4.26438726289608
442,831,HLT1212,1211,Goudenregenplein,NL:Q:32001212,357.0,83.0,84,1722470400000,23,9,9,1730419200000,294.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,6262.0,48.666667,0.0078,52.0764444199528,4.26414178534703
443,832,HLT1218,1217,Azaleaplein,NL:Q:32001218,706.0,139.0,704,1733011200000,133,8,8,1704067200000,651.0,1934-03-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,6344.0,163.571429,0.0258,52.0732024711428,4.26182069866891
444,833,HLT1306,1305,Oude Buizerdlaan,NL:Q:32001306,93.0,18.0,20,1706745600000,7,11,11,1730419200000,93.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,1219.0,16.571429,0.0136,52.0745400668295,4.2465174891641
445,834,HLT1404,1403,Muurbloemweg,NL:Q:32001404,67.0,17.0,55,1722470400000,30,16,16,1722470400000,54.0,23-24,3.0,,,3.0,3,0,0,0,0,30000,,,,,1476.0,17.714286,0.012,52.0683856675575,4.23209838799404
446,835,HLT1408,1407,De Savornin Lohmanlaan,NL:Q:32001408,117.0,25.0,139,1704067200000,29,8,8,1727740800000,6.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,1903.0,26.142857,0.0137,52.0715910519634,4.24097381784305
447,836,HLT1416,1415,Muurbloemweg,NL:Q:32001416,373.0,81.0,353,1727740800000,64,8,8,1733011200000,293.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,3562.0,99.047619,0.0278,52.0639554540524,4.23484527974758
448,837,HLT1420,1419,De Savornin Lohmanplein,NL:Q:32001420,1244.0,175.0,322,1730419200000,81,15,15,1711929600000,1185.0,3,,2.0,,2.0,2,0,0,1,0,20010,,,Aan fietsroute,,3882.0,230.761905,0.0594,52.0671494642636,4.2453926446036
449,838,HLT1424,1421,Hoefbladlaan,NL:Q:32001424,441.0,78.0,481,1725148800000,94,11,11,1704067200000,421.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,4613.0,96.0,0.0208,52.0654056006305,4.23984106101593
450,839,HLT1502,1502,Kijkduin,NL:Q:32001502,80.0,21.0,427,1719792000000,72,17,17,1719792000000,55.0,22-23-24-26,3.0,,,3.0,3,0,1,0,1,30101,,,,Spreiding instappers/maand,786.0,9.333333,0.0119,52.066462482348,4.2180835140604
451,840,HLT1514,1508,Kijkduinsestraat,NL:Q:32001514,220.0,70.0,253,1706745600000,87,8,8,1725148800000,151.0,23-24,3.0,,,3.0,3,0,0,0,0,30000,,,,,1482.0,22.428571,0.0151,52.0662687756448,4.22480085871072
452,841,HLT1606,1601,Kraayensteinlaan,NL:Q:32001606,613.0,107.0,310,1733011200000,74,7,7,1704067200000,582.0,2025-04-02 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,4781.0,163.142857,0.0341,52.0488599187006,4.23631434823904
453,842,HLT1709,1709,Burgemeester Hovylaan,NL:Q:32001709,522.0,121.0,33,1730419200000,11,13,13,1717200000000,518.0,2025-04-02 00:00:00,3.0,,,3.0,3,0,0,1,0,30010,,,Aan fietsroute,,6113.0,123.666667,0.0202,52.05529024944,4.24148559810765
454,843,HLT1715,1715,Houtwijklaan,NL:Q:32001715,445.0,62.0,282,1733011200000,46,8,8,1733011200000,384.0,21-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,4837.0,94.714286,0.0196,52.0557213157229,4.25163227605954
455,844,HLT1719,1719,Albert Schweitzerlaan,NL:Q:32001719,127.0,16.0,167,1704067200000,27,10,10,1711929600000,144.0,21-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,2915.0,16.666667,0.0057,52.0570438914836,4.26153361671092
456,845,HLT1805,1805,Pisuissestraat,NL:Q:32001805,570.0,125.0,48,1706745600000,26,14,14,1733011200000,472.0,3,3.0,,,3.0,3,0,0,0,0,30000,,,,,3212.0,61.47619,0.0191,52.0571403886835,4.22800833751241
457,846,HLT1810,1810,Buitentuinen,NL:Q:32001810,1136.0,272.0,76,1709251200000,18,15,15,1725148800000,1095.0,2025-04-02 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,5586.0,310.952381,0.0557,52.0565714122458,4.2456756492149
458,847,HLT1817,1817,Arnold Spoelplein,,569.0,116.0,111,1717200000000,71,15,15,1725148800000,473.0,3,3.0,,,3.0,3,0,0,1,0,30010,,,Instappers/inwoners ochtendspits,,,,,52.0547242152117,4.23267853885847
459,848,HLT1822,1822,Louis Armstrongplein,NL:Q:32001822,118.0,27.0,138,1733011200000,29,8,8,1727740800000,110.0,26,3.0,,,3.0,3,0,0,0,0,30000,,,,,6135.0,29.190476,0.0048,52.0550860576614,4.23853864000956
460,849,HLT1828,1828,Binnentuinen,NL:Q:32001828,56.0,7.0,86,1709251200000,19,8,8,1706745600000,35.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,3085.0,9.761905,0.0032,52.059436250326,4.24795344050782
461,850,HLT1872,1872,Westduin,NL:Q:32001872,126.0,44.0,29,1706745600000,19,16,16,1706745600000,148.0,26,3.0,,,3.0,3,0,0,0,0,30000,,,,,2763.0,9.238095,0.0033,52.0583088276514,4.22662194525206
462,851,HLT1907,1907,Colijnplein,NL:Q:32001907,684.0,188.0,36,1704067200000,33,14,14,1704067200000,581.0,22-23-24,,2.0,,2.0,2,0,0,0,0,20000,,,,,4371.0,42.809524,0.0098,52.0668517449488,4.24784825566121
463,852,HLT1913,1913,Thorbeckelaan,NL:Q:32001913,211.0,29.0,278,1730419200000,111,13,13,1730419200000,317.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,5446.0,25.809524,0.0047,52.0641480614418,4.25237651264599
464,853,HLT1917,1917,Laan van Eik en Duinen,NL:Q:32001917,79.0,9.0,65,1706745600000,20,15,15,1730419200000,84.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,3414.0,11.666667,0.0034,52.0689136755134,4.26290266589708
465,854,HLT1921,1921,Thorbeckelaan,NL:Q:32001921,579.0,108.0,133,1733011200000,58,12,12,1706745600000,795.0,2006-04-02 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,6033.0,134.523809,0.0223,52.062878375424,4.26001262153009
466,855,HLT2003,2003,Goudenregenstraat,NL:Q:32002003,1982.0,334.0,542,1706745600000,126,8,8,1727740800000,1522.0,1934-12-03 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,7520.0,469.380952,0.0624,52.0750070655983,4.26668548476375
467,856,HLT2007,2007,Fahrenheitstraat,NL:Q:32002007,371.0,63.0,127,1719792000000,28,9,9,1730419200000,376.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,8152.0,65.952381,0.0081,52.0765475363912,4.27196717188878
468,857,HLT2012,2012,Valkenbosplein,NL:Q:54002012,200.0,20.0,171,1730419200000,32,8,8,1704067200000,173.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,7927.0,31.761905,0.004,52.0790645740701,4.27702211647354
469,858,HLT2019,2019,Kamperfoeliestraat,NL:Q:32002019,152.0,23.0,110,1704067200000,22,12,12,1725148800000,149.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,7214.0,43.238095,0.006,52.0706462933887,4.26939161648067
470,859,HLT2101,2101,Laan van Meerdervoort,NL:Q:32002101,632.0,59.0,465,1717200000000,71,9,9,1722470400000,495.0,11,3.0,,,3.0,3,0,0,1,0,30010,,,Supermarkt + bibliotheek <200m,,7616.0,78.809524,0.0103,52.0806121239228,4.28407568359948
471,860,HLT2105,2105,Weimarstraat,NL:Q:32002105,474.0,66.0,457,1711929600000,75,8,8,1704067200000,387.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,7438.0,83.333333,0.0112,52.0788272838902,4.28641744362911
472,861,HLT2201,2201,Obrechtstraat,NL:Q:32002201,504.0,71.0,515,1704067200000,93,10,10,1704067200000,411.0,2017-11-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,7536.0,93.952381,0.0125,52.0821071511064,4.28716799702299
473,862,HLT2212,2212,Elandstraat,NL:Q:32002212,1029.0,172.0,429,1727740800000,60,8,8,1727740800000,1166.0,3-11-17-34,,2.0,,2.0,2,0,0,0,0,20000,,,,,7041.0,214.0,0.0304,52.0783438996098,4.2924911020294
474,863,HLT2301,2301,Javastraat,NL:Q:32002301,593.0,138.0,389,1709251200000,65,10,10,1719792000000,675.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,2491.0,54.904762,0.022,52.0872714758825,4.30368833598604
475,864,HLT2305,2307,Mauritskade,,1591.0,287.0,677,1711929600000,136,23,23,1711929600000,1609.0,22-24-28-38,,2.0,,2.0,2,0,0,0,0,20000,,,,,2562.0,99.238095,0.0387,52.0851616668743,4.30603573940636
476,865,HLT2309,2309,Dr. Kuyperstraat,NL:Q:32002309,1583.0,419.0,331,1717200000000,112,16,16,1717200000000,1138.0,2025-09-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,3271.0,73.47619,0.0225,52.0877102624311,4.31382369622152
477,866,HLT2501,2501,Overbosch,NL:Q:32002501,172.0,40.0,59,1730419200000,23,10,10,1704067200000,163.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,2900.0,31.285714,0.0108,52.0906293138396,4.34728061693831
478,867,HLT2505,2505,Barnsteenhorst,NL:Q:32002505,425.0,127.0,40,1730419200000,15,14,14,1725148800000,24.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,3894.0,91.047619,0.0234,52.0943226209363,4.35615315934329
479,868,HLT2509,2509,Carel Reinierszkade,NL:Q:32002509,671.0,135.0,169,1717200000000,45,15,15,1704067200000,451.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,3536.0,93.428571,0.0264,52.0869835998626,4.3483229271698
480,869,HLT2515,2515,Vlamenburg,NL:Q:32002515,1195.0,165.0,301,1730419200000,75,16,16,1704067200000,1119.0,6,,2.0,,2.0,2,0,0,0,0,20000,,,,,4143.0,127.809524,0.0308,52.091914577573,4.35840345485228
481,870,HLT2519,2519,Het Kleine Loo,NL:Q:32002519,193.0,35.0,15,1719792000000,5,10,10,1709251200000,276.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,4869.0,44.190476,0.0091,52.0945454385136,4.36288593399291
482,871,HLT2523,2521,Margarethaland,NL:Q:32002523,470.0,48.0,552,1709251200000,102,13,13,1725148800000,548.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,3946.0,99.285714,0.0252,52.091810606989,4.36562504886372
483,872,HLT2601,2601,Centraal Station,NL:Q:32002601,18497.0,1977.0,10165,1717200000000,1290,8,8,1706745600000,14811.0,2017-09-01 00:00:00,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Instappers/inwoners ochtendspits,,3034.0,2560.571429,0.844,52.0809833848939,4.32307144417475
484,873,HLT2605,2605,Centraal Station,NL:Q:32002605,25237.0,1997.0,8629,1733011200000,1394,17,17,1704067200000,21618.0,1934-04-03 00:00:00,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Supermarkt + bibliotheek <200m,,3222.0,2526.52381,0.7841,52.0809431368699,4.32386735459733
485,874,HLT2611,2609,Centraal Station,,4527.0,338.0,1294,1717200000000,188,8,8,1727740800000,5955.0,24-36,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Supermarkt + bibliotheek <200m,,3802.0,900.523809,0.2369,52.0804131981385,4.32445911857628
486,875,HLT2615,2609,Centraal Station,,4527.0,338.0,1307,1719792000000,195,17,17,1719792000000,5955.0,22-29-40,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Supermarkt + bibliotheek <200m,,3802.0,900.523809,0.2369,52.0805359096394,4.32470999739878
487,876,HLT2633,2633,Koningin Marialaan,NL:Q:32002633,370.0,65.0,495,1725148800000,125,14,14,1730419200000,390.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,3055.0,24.095238,0.0079,52.0844643197803,4.33298454463528
488,877,HLT2637,2637,Theresiastraat,NL:Q:32002637,451.0,42.0,434,1717200000000,82,16,16,1717200000000,359.0,22-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,4353.0,59.285714,0.0136,52.0865157166829,4.33684134900341
489,878,HLT2641,2641,De Eerensplein,NL:Q:32002641,203.0,39.0,244,1730419200000,63,13,13,1725148800000,191.0,24,3.0,,,3.0,3,0,0,0,0,30000,,,,,3822.0,45.666667,0.0119,52.0893228656168,4.344221098045
490,879,HLT2647,2647,Oostinje,NL:Q:32002647,1683.0,169.0,1283,1709251200000,154,8,8,1730419200000,1377.0,2025-06-02 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,5940.0,177.571429,0.0299,52.0838333462168,4.33814844044995
491,880,HLT2651,2651,Stuyvesantplein,NL:Q:32002651,484.0,83.0,572,1711929600000,87,8,8,1706745600000,462.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,7159.0,104.047619,0.0145,52.0846255622465,4.34291373504856
492,881,HLT2662,2662,Beatrixkwartier,NL:Q:32002662,3511.0,695.0,1311,1709251200000,347,17,17,1711929600000,2479.0,1934-04-03 00:00:00,,2.0,1.0,1.0,1,0,0,0,0,10000,,,,,3875.0,139.095238,0.0359,52.0797329329502,4.33512698283579
493,882,HLT2709,12705,Waldorpstraat / Station HS,NL:Q:32002709,584.0,73.0,590,1709251200000,88,8,8,1725148800000,624.0,15,3.0,,,3.0,3,1,0,0,0,31000,Treinstation <250m,,,,,,,52.0695560304559,4.32650293078902
494,883,HLT2713,2713,Weteringkade,NL:Q:32002713,19.0,4.0,35,1704067200000,22,17,17,1704067200000,27.0,28,3.0,,,3.0,3,0,0,0,0,30000,,,,,3512.0,3.0,0.0009,52.0748953302738,4.32987282053239
495,884,HLT2720,2719,Station Hollands Spoor,NL:Q:32002720,20010.0,1483.0,6090,1727740800000,700,18,18,1706745600000,15720.0,9-15-16-17,,2.0,1.0,1.0,1,1,0,0,0,11000,"% HTM-overstappers, Treinstation <250m",,,,8252.0,2164.333333,0.2623,52.069769127884,4.32075305681287
496,885,HLT2734,2734,Bierkade,NL:Q:32002734,7.0,7.0,7,1704067200000,6,8,8,1704067200000,,29,3.0,,,3.0,3,0,0,0,0,30000,,,,,7347.0,3.52381,0.0005,52.0749068200259,4.32114304029531
497,886,HLT2803,2803,Kneuterdijk,NL:Q:32002803,951.0,130.0,1058,1714521600000,157,16,16,1719792000000,1120.0,1,3.0,,,3.0,3,0,1,0,0,30100,,,,,2318.0,69.238095,0.0299,52.0810076738751,4.30911230166878
498,887,HLT2810,2401,Malieveld,NL:Q:32002810,573.0,85.0,593,1727740800000,143,16,16,1719792000000,700.0,2025-09-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,1313.0,61.285714,0.0467,52.0837114593602,4.31736824984819
