Region index,Region label,Time,Distance driven [km],Speed [kmh],Free flow speed [kmh],Congestion level [%],Travel time per 10 km [min],Road network length [km]
44,Region 65,2024-08-26T13:00,706.299,58.6,64.9,10.7,10.2,17.064
44,Region 65,2024-08-26T14:00,819.371,58.9,64.8,10,10.1,17.064
44,Region 65,2024-08-26T15:00,896.368,59.5,65,9.3,10,17.064
44,Region 65,2024-08-26T16:00,1157.818,57.7,65,12.5,10.3,17.064
44,Region 65,2024-08-26T17:00,1137.778,54.8,65.1,18.7,10.9,17.064
44,Region 65,2024-08-26T18:00,629.599,61.4,65.1,6,9.7,17.064
44,Region 65,2024-08-26T19:00,324.413,62.1,64.8,4.3,9.6,17.064
44,Region 65,2024-08-26T20:00,233.13,64.6,64.6,0,9.2,17.064
44,Region 65,2024-08-26T21:00,225.671,61.5,65,5.7,9.7,17.064
44,Region 65,2024-08-26T22:00,99.995,67.2,66,0,8.9,17.064
44,Region 65,2024-08-26T23:00,65.673,66,65.4,0,9,17.064
45,Region 66,2024-08-26T00:00,495.577,53.5,54.6,2,11.1,64.855
45,Region 66,2024-08-26T01:00,252.309,57.3,55.5,0,10.4,64.855
45,Region 66,2024-08-26T02:00,164.237,55.7,53.9,0,10.7,64.855
45,Region 66,2024-08-26T03:00,221.299,57.4,53.8,0,10.4,64.855
45,Region 66,2024-08-26T04:00,397.935,58.4,56.2,0,10.2,64.855
45,Region 66,2024-08-26T05:00,1450.37,51.7,55.8,8,11.6,64.855
45,Region 66,2024-08-26T06:00,3588.443,43.1,54.8,27,13.9,64.855
45,Region 66,2024-08-26T07:00,4857.947,36.9,54.8,48.1,16.2,64.855
45,Region 66,2024-08-26T08:00,5178.088,35,54.2,54.7,17.1,64.855
45,Region 66,2024-08-26T09:00,3806.505,41.3,54.4,31.5,14.5,64.855
45,Region 66,2024-08-26T10:00,3584.982,39.6,54.1,36.7,15.1,64.855
45,Region 66,2024-08-26T11:00,3796.68,35,53.5,52.5,17.1,64.855
45,Region 66,2024-08-26T12:00,3940.098,41.1,53.9,31.1,14.5,64.855
45,Region 66,2024-08-26T13:00,4064.273,41,53.9,31.4,14.6,64.855
45,Region 66,2024-08-26T14:00,4642.898,36.8,54,46.5,16.2,64.855
45,Region 66,2024-08-26T15:00,5037.789,34.8,54.7,57.2,17.2,64.855
45,Region 66,2024-08-26T16:00,4817.207,31.2,53.6,71.3,19.1,64.855
45,Region 66,2024-08-26T17:00,4307.11,30.2,53.9,78,19.8,64.855
45,Region 66,2024-08-26T18:00,3735.859,43.1,54.3,26,13.9,64.855
45,Region 66,2024-08-26T19:00,2949.588,46.5,53.7,15.4,12.9,64.855
45,Region 66,2024-08-26T20:00,2214.137,49.6,54,8.8,12,64.855
45,Region 66,2024-08-26T21:00,1936.791,49.7,54.2,9,12,64.855
45,Region 66,2024-08-26T22:00,1498.193,52.7,55.1,4.4,11.3,64.855
45,Region 66,2024-08-26T23:00,888.479,56.5,55.3,0,10.6,64.855
46,Region 67,2024-08-26T00:00,229.56,32.9,35.6,8.2,18.2,115.798
46,Region 67,2024-08-26T01:00,99.591,34.3,34.1,0,17.4,115.798
46,Region 67,2024-08-26T02:00,70.472,37.2,35.6,0,16.1,115.798
46,Region 67,2024-08-26T03:00,50.336,35.3,35,0,16.9,115.798
46,Region 67,2024-08-26T04:00,60.785,40.2,36.6,0,14.9,115.798
46,Region 67,2024-08-26T05:00,214.674,37.7,36.4,0,15.8,115.798
46,Region 67,2024-08-26T06:00,526.26,33.3,36.5,9.4,17.9,115.798
46,Region 67,2024-08-26T07:00,961.573,28.9,35.8,23.7,20.7,115.798
46,Region 67,2024-08-26T08:00,1299.804,21.9,34.6,57.9,27.3,115.798
46,Region 67,2024-08-26T09:00,837.856,27.4,35.6,29.9,21.8,115.798
46,Region 67,2024-08-26T10:00,845.418,26.6,35.1,32,22.5,115.798
46,Region 67,2024-08-26T11:00,936.455,25.4,35.3,38.7,23.5,115.798
46,Region 67,2024-08-26T12:00,975.876,24.8,34.9,40.8,24.1,115.798
46,Region 67,2024-08-26T13:00,1015.834,25.4,35.2,38.8,23.5,115.798
46,Region 67,2024-08-26T14:00,1150.313,22.9,34.7,51.3,26.1,115.798
46,Region 67,2024-08-26T15:00,1318.327,20.1,34.1,70,29.8,115.798
46,Region 67,2024-08-26T16:00,1409.965,21.6,34.7,60.2,27.6,115.798
46,Region 67,2024-08-26T17:00,1434.633,23.2,34.9,50.3,25.7,115.798
46,Region 67,2024-08-26T18:00,1212.439,24.7,34.9,41.4,24.2,115.798
46,Region 67,2024-08-26T19:00,1067.551,26.9,35.4,31.1,22.2,115.798
46,Region 67,2024-08-26T20:00,861.936,27.4,35.3,28.6,21.8,115.798
46,Region 67,2024-08-26T21:00,794.044,28.7,35.4,23.5,20.9,115.798
46,Region 67,2024-08-26T22:00,509.51,30.9,35.8,16,19.4,115.798
46,Region 67,2024-08-26T23:00,307.859,30.1,35,16.3,19.9,115.798
47,Region 68,2024-08-26T00:00,801.487,35.2,36.5,3.6,17,97.508
47,Region 68,2024-08-26T01:00,387.848,36.1,36.3,0.6,16.6,97.508
47,Region 68,2024-08-26T02:00,280.885,36,35.9,0,16.6,97.508
47,Region 68,2024-08-26T03:00,143.06,37.2,36.5,0,16.1,97.508
47,Region 68,2024-08-26T04:00,256.003,35.9,36.5,1.7,16.7,97.508
47,Region 68,2024-08-26T05:00,859.292,32.3,37.3,15.4,18.5,97.508
47,Region 68,2024-08-26T06:00,1508.683,32.3,37.3,15.3,18.5,97.508
47,Region 68,2024-08-26T07:00,2328.048,30.3,36.7,21,19.7,97.508
47,Region 68,2024-08-26T08:00,3100.182,25.4,36,41.6,23.5,97.508
47,Region 68,2024-08-26T09:00,2200.799,28.2,36.1,28.1,21.2,97.508
47,Region 68,2024-08-26T10:00,2133.906,28.3,36.2,27.9,21.1,97.508
47,Region 68,2024-08-26T11:00,2399.759,27.9,36.4,30.4,21.4,97.508
47,Region 68,2024-08-26T12:00,2619.06,26.9,36.3,35,22.2,97.508
47,Region 68,2024-08-26T13:00,2745.79,26.3,36.1,37.4,22.7,97.508
47,Region 68,2024-08-26T14:00,2923.926,23.7,36,51.9,25.2,97.508
47,Region 68,2024-08-26T15:00,3173.674,21.8,35.6,63.3,27.4,97.508
47,Region 68,2024-08-26T16:00,3481.151,21.9,36,64.2,27.3,97.508
47,Region 68,2024-08-26T17:00,3396.555,21.6,35.9,66.1,27.7,97.508
47,Region 68,2024-08-26T18:00,2930.183,26.1,36.3,39.3,22.9,97.508
47,Region 68,2024-08-26T19:00,2462.269,28.5,36.3,27,20.9,97.508
47,Region 68,2024-08-26T20:00,2126.929,29.9,36.2,20.7,20,97.508
47,Region 68,2024-08-26T21:00,1849.287,29.6,36.3,22.7,20.2,97.508
47,Region 68,2024-08-26T22:00,1445.453,30.8,36.1,17.2,19.4,97.508
47,Region 68,2024-08-26T23:00,994.988,32.5,36.2,11.1,18.4,97.508
48,Region 69,2024-08-26T00:00,1029.061,28,28.9,3.3,21.3,109.641
48,Region 69,2024-08-26T01:00,586.337,30.7,28.8,0,19.4,109.641
48,Region 69,2024-08-26T02:00,484.955,33.2,29.4,0,18,109.641
48,Region 69,2024-08-26T03:00,248.39,31.3,28.8,0,19.1,109.641
48,Region 69,2024-08-26T04:00,375.738,27.5,29.3,6.2,21.7,109.641
48,Region 69,2024-08-26T05:00,1163.645,23.2,29.7,27.8,25.7,109.641
48,Region 69,2024-08-26T06:00,1313.257,25.1,30.4,21,23.8,109.641
48,Region 69,2024-08-26T07:00,2086.382,24.3,30.8,26.8,24.6,109.641
48,Region 69,2024-08-26T08:00,2917.816,20.2,30,48.7,29.6,109.641
48,Region 69,2024-08-26T09:00,2315.556,21.5,30,39.4,27.8,109.641
48,Region 69,2024-08-26T10:00,2281.254,21.2,30.1,41.6,28.1,109.641
48,Region 69,2024-08-26T11:00,2619.398,20.3,29.6,45.4,29.4,109.641
48,Region 69,2024-08-26T12:00,2875.534,19.3,29.2,51.3,31,109.641
48,Region 69,2024-08-26T13:00,3131.754,18.4,29.4,59.3,32.5,109.641
48,Region 69,2024-08-26T14:00,3202.595,17.6,29.5,67.5,34,109.641
48,Region 69,2024-08-26T15:00,3564.63,16.2,29.3,80.2,36.8,109.641
48,Region 69,2024-08-26T16:00,3707.79,16.2,29.3,81,37,109.641
48,Region 69,2024-08-26T17:00,3419.464,14.7,29,97.5,40.7,109.641
48,Region 69,2024-08-26T18:00,3309.108,17.8,29.1,62.9,33.5,109.641
48,Region 69,2024-08-26T19:00,2891.818,20.7,28.8,39.1,28.9,109.641
48,Region 69,2024-08-26T20:00,2229.52,21.7,28.8,32.6,27.6,109.641
48,Region 69,2024-08-26T21:00,2305.075,22.2,28.6,28.7,26.9,109.641
48,Region 69,2024-08-26T22:00,1764.974,23.9,28.6,19.4,25,109.641
48,Region 69,2024-08-26T23:00,1370.994,24.8,28,12.7,24.1,109.641
49,Region 70,2024-08-26T00:00,563.161,29.2,31.2,6.7,20.4,101.017
49,Region 70,2024-08-26T01:00,388.399,30.4,30.5,0.3,19.7,101.017
49,Region 70,2024-08-26T02:00,217.666,31.4,30.1,0,19,101.017
49,Region 70,2024-08-26T03:00,173.475,31.6,30,0,18.9,101.017
49,Region 70,2024-08-26T04:00,141.794,30.2,31.2,3.3,19.8,101.017
49,Region 70,2024-08-26T05:00,347.42,31.2,32.9,5.4,19.1,101.017
49,Region 70,2024-08-26T06:00,840.78,28.9,33.1,14.6,20.7,101.017
49,Region 70,2024-08-26T07:00,1796.456,24.3,32.7,34.4,24.6,101.017
49,Region 70,2024-08-26T08:00,2434.809,19.5,32,63.6,30.6,101.017
49,Region 70,2024-08-26T09:00,2142.227,20.4,31.4,53.4,29.2,101.017
49,Region 70,2024-08-26T10:00,1990.783,20.2,31.1,54,29.6,101.017
49,Region 70,2024-08-26T11:00,2055.58,19.9,30.7,54.2,30.1,101.017
49,Region 70,2024-08-26T12:00,2480.46,19.3,30.7,58.8,31,101.017
49,Region 70,2024-08-26T13:00,2539.038,18.9,30.6,61.3,31.6,101.017
49,Region 70,2024-08-26T14:00,2564.97,18.8,30.8,63.5,31.7,101.017
49,Region 70,2024-08-26T15:00,2829.779,18.3,30.9,68.8,32.7,101.017
49,Region 70,2024-08-26T16:00,2813.031,18.8,30.8,63.8,31.9,101.017
49,Region 70,2024-08-26T17:00,3143.218,17.7,30.6,72.9,33.8,101.017
49,Region 70,2024-08-26T18:00,2706.776,19.6,30.4,55.2,30.5,101.017
49,Region 70,2024-08-26T19:00,2194.976,22.2,30.3,36.6,27,101.017
49,Region 70,2024-08-26T20:00,1750.514,22.8,30,31.7,26.3,101.017
49,Region 70,2024-08-26T21:00,1445.299,23.2,30.3,30.4,25.7,101.017
49,Region 70,2024-08-26T22:00,1086.929,24.9,30.7,23.1,24,101.017
49,Region 70,2024-08-26T23:00,734.56,26.7,30,12.3,22.4,101.017
50,Region 71,2024-08-26T00:00,685.98,42.1,43.1,2.3,14.2,83.576
50,Region 71,2024-08-26T01:00,274.811,41.9,42.7,1.8,14.2,83.576
50,Region 71,2024-08-26T02:00,118.094,44.5,42.5,0,13.4,83.576
50,Region 71,2024-08-26T03:00,109.999,45.1,43.3,0,13.2,83.576
50,Region 71,2024-08-26T04:00,70.091,47.3,45.6,0,12.6,83.576
50,Region 71,2024-08-26T05:00,331.092,48.9,46.6,0,12.2,83.576
50,Region 71,2024-08-26T06:00,1221.307,46.1,46.5,0.9,13,83.576
50,Region 71,2024-08-26T07:00,2901.822,40.5,45.7,12.9,14.8,83.576
50,Region 71,2024-08-26T08:00,3880.346,33.2,44.5,34,18,83.576
50,Region 71,2024-08-26T09:00,2832.15,35.2,44.3,25.5,16.9,83.576
50,Region 71,2024-08-26T10:00,2646.019,34.9,43.4,24.4,17.1,83.576
50,Region 71,2024-08-26T11:00,2516.055,35.3,43.6,23.4,16.9,83.576
50,Region 71,2024-08-26T12:00,2880.498,34,43.4,27.6,17.6,83.576
50,Region 71,2024-08-26T13:00,2826.23,34.3,43.5,26.6,17.4,83.576
50,Region 71,2024-08-26T14:00,2867.978,34.4,43.6,26.9,17.4,83.576
50,Region 71,2024-08-26T15:00,3226.598,34.2,44,28.5,17.5,83.576
50,Region 71,2024-08-26T16:00,3374.411,33.7,44.1,30.8,17.7,83.576
50,Region 71,2024-08-26T17:00,3555.839,32.9,44.3,34.4,18.2,83.576
50,Region 71,2024-08-26T18:00,3004.179,33.7,43.9,30.1,17.7,83.576
50,Region 71,2024-08-26T19:00,2153.928,37.9,43.8,15.3,15.7,83.576
50,Region 71,2024-08-26T20:00,1644.706,38,43.7,14.8,15.7,83.576
50,Region 71,2024-08-26T21:00,1463.254,38.4,43.9,14.1,15.5,83.576
50,Region 71,2024-08-26T22:00,1021.801,39.8,43.7,9.7,15,83.576
50,Region 71,2024-08-26T23:00,563.2,41.2,44.2,7.2,14.5,83.576
51,Region 72,2024-08-26T00:00,496.662,31.9,34,6.4,18.7,34.15
51,Region 72,2024-08-26T01:00,122.765,33.4,33.3,0,17.9,34.15
51,Region 72,2024-08-26T02:00,38.652,29.9,31.1,4.1,20,34.15
51,Region 72,2024-08-26T03:00,26.565,33.1,34.4,3.9,18.1,34.15
51,Region 72,2024-08-26T04:00,14.683,36,33.8,0,16.6,34.15
51,Region 72,2024-08-26T05:00,18.618,40.4,34.4,0,14.8,34.15
51,Region 72,2024-08-26T06:00,120.244,37.7,36.1,0,15.9,34.15
51,Region 72,2024-08-26T07:00,320.26,28.1,35.7,27,21.3,34.15
51,Region 72,2024-08-26T08:00,513.83,25.4,36.3,42.5,23.5,34.15
51,Region 72,2024-08-26T09:00,430.051,25.9,34.9,34.9,23.1,34.15
51,Region 72,2024-08-26T10:00,455.558,24.7,34.6,40.1,24.2,34.15
51,Region 72,2024-08-26T11:00,470.238,24.6,34.7,40.8,24.3,34.15
51,Region 72,2024-08-26T12:00,530.91,24,34.2,42.2,24.9,34.15
51,Region 72,2024-08-26T13:00,557.29,23.5,34,44.8,25.5,34.15
51,Region 72,2024-08-26T14:00,531.306,23.2,34.3,47.6,25.7,34.15
51,Region 72,2024-08-26T15:00,550.021,23.8,35.4,48.8,25.1,34.15
51,Region 72,2024-08-26T16:00,590.393,24.1,34.9,44.7,24.8,34.15
51,Region 72,2024-08-26T17:00,741.355,23.8,35.3,47.9,25.1,34.15
51,Region 72,2024-08-26T18:00,570.715,25.3,34.8,37.4,23.6,34.15
51,Region 72,2024-08-26T19:00,441.641,26.2,34,29.7,22.8,34.15
51,Region 72,2024-08-26T20:00,438.827,25.1,33.8,34.7,23.8,34.15
51,Region 72,2024-08-26T21:00,355.978,27,35.1,29.8,22.1,34.15
51,Region 72,2024-08-26T22:00,228.046,28.3,34.5,21.9,21.1,34.15
51,Region 72,2024-08-26T23:00,134.863,31.6,34.5,9.2,18.9,34.15
52,Region 73,2024-08-26T00:00,342.182,55.1,61.1,10.8,10.8,67.441
52,Region 73,2024-08-26T01:00,232.97,55.4,61.3,10.5,10.8,67.441
52,Region 73,2024-08-26T02:00,136.992,64.8,71.9,10.9,9.2,67.441
52,Region 73,2024-08-26T03:00,216.32,71.2,76.8,7.7,8.4,67.441
52,Region 73,2024-08-26T04:00,270.532,73.2,78.4,7.1,8.1,67.441
52,Region 73,2024-08-26T05:00,1125.066,75.2,81.1,7.9,7.9,67.441
52,Region 73,2024-08-26T06:00,3023.255,72.6,81.7,12.5,8.2,67.441
52,Region 73,2024-08-26T07:00,4412.706,69.5,80.1,15.3,8.6,67.441
52,Region 73,2024-08-26T08:00,4828.612,65.7,78.6,19.6,9.1,67.441
52,Region 73,2024-08-26T09:00,3266.15,62.5,75.5,20.7,9.5,67.441
52,Region 73,2024-08-26T10:00,2776.717,62.2,74.4,19.6,9.6,67.441
52,Region 73,2024-08-26T11:00,2866.134,61.1,75.7,23.8,9.8,67.441
52,Region 73,2024-08-26T12:00,3144.783,61.2,75.6,23.4,9.7,67.441
52,Region 73,2024-08-26T13:00,3379.155,58.6,74.3,26.9,10.2,67.441
52,Region 73,2024-08-26T14:00,3723.24,55.9,72.1,28.9,10.7,67.441
52,Region 73,2024-08-26T15:00,4155.395,56.9,73.5,29.2,10.5,67.441
52,Region 73,2024-08-26T16:00,4633.77,56.8,75.1,32.3,10.5,67.441
52,Region 73,2024-08-26T17:00,4955.827,59.1,75.9,28.3,10.1,67.441
52,Region 73,2024-08-26T18:00,3394.175,60.9,73.6,20.7,9.8,67.441
52,Region 73,2024-08-26T19:00,2290.405,59.1,70.6,19.3,10.1,67.441
52,Region 73,2024-08-26T20:00,1760.339,57.1,69,20.7,10.4,67.441
52,Region 73,2024-08-26T21:00,1483.142,56.3,66.9,18.8,10.6,67.441
52,Region 73,2024-08-26T22:00,1056.043,56.6,67.6,19.4,10.5,67.441
52,Region 73,2024-08-26T23:00,677.558,58.4,67.4,15.4,10.2,67.441
53,Region 74,2024-08-26T00:00,3.784,45.4,40.8,0,13.2,19.774
53,Region 74,2024-08-26T01:00,1.644,46,42.4,0,13,19.774
53,Region 74,2024-08-26T02:00,0.669,7.5,34.5,355.7,79.1,19.774
53,Region 74,2024-08-26T04:00,0.32,43.9,40.5,0,13.6,19.774
53,Region 74,2024-08-26T05:00,5.915,26.9,37.2,38.5,22.2,19.774
53,Region 74,2024-08-26T06:00,21.581,40.5,40.6,0.1,14.7,19.774
53,Region 74,2024-08-26T07:00,56.962,37.5,39.4,5.2,15.9,19.774
53,Region 74,2024-08-26T08:00,62.028,31.9,38.9,22.1,18.8,19.774
53,Region 74,2024-08-26T09:00,44.399,34.1,38.7,13.2,17.5,19.774
53,Region 74,2024-08-26T10:00,52.814,33.1,37.2,12.3,18.1,19.774
53,Region 74,2024-08-26T11:00,34.848,35.8,39,8.9,16.7,19.774
53,Region 74,2024-08-26T12:00,54.87,36.4,39.1,7.4,16.4,19.774
53,Region 74,2024-08-26T13:00,54.246,34.1,38.4,12.6,17.5,19.774
53,Region 74,2024-08-26T14:00,57.644,28.9,36.5,26.1,20.7,19.774
53,Region 74,2024-08-26T15:00,62.099,32,36.7,14.7,18.7,19.774
53,Region 74,2024-08-26T16:00,93.944,34.4,37.2,8,17.3,19.774
53,Region 74,2024-08-26T17:00,115.284,34.5,37.2,7.8,17.3,19.774
53,Region 74,2024-08-26T18:00,61.522,34.5,37.9,9.8,17.3,19.774
53,Region 74,2024-08-26T19:00,47.937,31.8,37.6,18,18.8,19.774
53,Region 74,2024-08-26T20:00,32.505,34,38.8,13.9,17.6,19.774
53,Region 74,2024-08-26T21:00,22.593,34.7,37.2,7.1,17.2,19.774
53,Region 74,2024-08-26T22:00,14.257,36.8,40.6,10.2,16.2,19.774
53,Region 74,2024-08-26T23:00,7.735,36.9,40.7,10.1,16.2,19.774
54,Region 75,2024-08-26T05:00,1.894,47.8,51.1,6.7,12.5,9.332
54,Region 75,2024-08-26T06:00,12.437,57.4,51,0,10.4,9.332
54,Region 75,2024-08-26T07:00,23.044,46.2,51,10.4,12.9,9.332
54,Region 75,2024-08-26T08:00,21.241,48.2,50.6,5.1,12.4,9.332
54,Region 75,2024-08-26T09:00,12.628,42.8,50.9,18.8,13.9,9.332
54,Region 75,2024-08-26T10:00,18.1,47,50.6,7.7,12.7,9.332
54,Region 75,2024-08-26T11:00,12.975,48.1,51.3,6.5,12.4,9.332
54,Region 75,2024-08-26T12:00,23.071,39.4,50.9,28.9,15.1,9.332
54,Region 75,2024-08-26T13:00,13.97,41.3,51.2,23.9,14.5,9.332
54,Region 75,2024-08-26T14:00,20.273,48.6,50.8,4.4,12.3,9.332
54,Region 75,2024-08-26T15:00,33.07,41.4,50.6,22.2,14.4,9.332
54,Region 75,2024-08-26T16:00,62.161,44.4,51,14.8,13.4,9.332
54,Region 75,2024-08-26T17:00,136.425,42.1,50.9,20.9,14.2,9.332
54,Region 75,2024-08-26T18:00,39.48,45.3,50.5,11.3,13.2,9.332
54,Region 75,2024-08-26T19:00,16.324,46.4,49,5.5,12.9,9.332
54,Region 75,2024-08-26T20:00,13.372,40.3,51.3,27.3,14.8,9.332
54,Region 75,2024-08-26T21:00,11.374,34.8,46.5,33.6,17.2,9.332
54,Region 75,2024-08-26T22:00,3.862,57.4,51.3,0,10.4,9.332
54,Region 75,2024-08-26T23:00,0.254,27.3,42.5,55.6,21.9,9.332
55,Region 76,2024-08-26T00:00,453.228,105,102.5,0,5.7,38.484
55,Region 76,2024-08-26T01:00,222.029,105.6,103.5,0,5.6,38.484
55,Region 76,2024-08-26T02:00,148.417,103.3,103,0,5.8,38.484
55,Region 76,2024-08-26T03:00,168.7,103.2,104.2,1,5.8,38.484
55,Region 76,2024-08-26T04:00,252.059,99.9,103.1,3.1,6,38.484
55,Region 76,2024-08-26T05:00,1065.967,97.9,102.9,5,6.1,38.484
55,Region 76,2024-08-26T06:00,2438.984,73.1,99.4,35.9,8.2,38.484
55,Region 76,2024-08-26T07:00,2977.435,73.1,96.6,32.1,8.2,38.484
55,Region 76,2024-08-26T08:00,3072.814,49.2,94.7,92.1,12.1,38.484
55,Region 76,2024-08-26T09:00,2455.45,86,95.4,10.9,6.9,38.484
55,Region 76,2024-08-26T10:00,1990.453,85.8,96.3,12.1,6.9,38.484
55,Region 76,2024-08-26T11:00,2174.353,83.9,94.7,12.8,7.1,38.484
55,Region 76,2024-08-26T12:00,2171.842,83.3,94.4,13.2,7.1,38.484
55,Region 76,2024-08-26T13:00,2417.239,86.3,96.3,11.6,6.9,38.484
55,Region 76,2024-08-26T14:00,2443.186,82.5,95.8,16,7.2,38.484
55,Region 76,2024-08-26T15:00,2713.386,83.4,94.4,13.1,7.1,38.484
55,Region 76,2024-08-26T16:00,1991.64,29.9,85.6,186.2,20,38.484
55,Region 76,2024-08-26T17:00,1967.448,31.5,79.5,152.1,19,38.484
55,Region 76,2024-08-26T18:00,2087.737,70.6,90.3,27.9,8.4,38.484
55,Region 76,2024-08-26T19:00,1509.598,93.4,96,2.7,6.4,38.484
55,Region 76,2024-08-26T20:00,1140.317,91.3,93.2,2,6.5,38.484
55,Region 76,2024-08-26T21:00,1112.946,93.9,95.9,2.1,6.3,38.484
55,Region 76,2024-08-26T22:00,862.641,94.4,95.3,0.9,6.3,38.484
55,Region 76,2024-08-26T23:00,618.98,101.9,100.1,0,5.8,38.484
56,Region 77,2024-08-26T00:00,1015.464,88.9,88.5,0,6.7,62.374
56,Region 77,2024-08-26T01:00,526.807,93.6,91.3,0,6.4,62.374
56,Region 77,2024-08-26T02:00,354.745,91.1,88.7,0,6.5,62.374
56,Region 77,2024-08-26T03:00,400.584,89.3,90.3,1.1,6.7,62.374
56,Region 77,2024-08-26T04:00,552.736,94.9,94,0,6.3,62.374
56,Region 77,2024-08-26T05:00,2415.093,87.7,92,4.9,6.8,62.374
56,Region 77,2024-08-26T06:00,5422.202,76.7,88.6,15.5,7.8,62.374
56,Region 77,2024-08-26T07:00,7107.361,65.6,82.1,25.1,9.1,62.374
56,Region 77,2024-08-26T08:00,7233.153,53.1,79.3,49.3,11.2,62.374
56,Region 77,2024-08-26T09:00,5755.656,68.5,82.4,20.2,8.7,62.374
56,Region 77,2024-08-26T10:00,4911.016,69.1,81.6,17.9,8.6,62.374
56,Region 77,2024-08-26T11:00,5234.06,67.8,81.1,19.6,8.8,62.374
56,Region 77,2024-08-26T12:00,5402.558,66.9,80.8,20.8,8.9,62.374
56,Region 77,2024-08-26T13:00,5778.174,69.5,82.1,18.1,8.6,62.374
56,Region 77,2024-08-26T14:00,6032.213,67.9,80.8,19,8.8,62.374
56,Region 77,2024-08-26T15:00,6722.545,63.8,80.1,25.4,9.3,62.374
56,Region 77,2024-08-26T16:00,5249.82,32.9,70.4,113.5,18.1,62.374
56,Region 77,2024-08-26T17:00,5302.942,33.4,69.2,107,17.9,62.374
56,Region 77,2024-08-26T18:00,5101.322,66.1,79.4,20,9,62.374
56,Region 77,2024-08-26T19:00,3681.797,72.4,80.8,11.4,8.2,62.374
56,Region 77,2024-08-26T20:00,2818.519,73.5,78.4,6.6,8.1,62.374
56,Region 77,2024-08-26T21:00,2707.223,78.7,82.4,4.6,7.6,62.374
56,Region 77,2024-08-26T22:00,1959.267,83.8,84.9,1.2,7.1,62.374
56,Region 77,2024-08-26T23:00,1468.301,86.1,85.4,0,6.9,62.374
57,Region 78,2024-08-26T00:00,975.324,74.6,78.4,5.1,8,111.448
57,Region 78,2024-08-26T01:00,518.395,72.8,79.6,9.4,8.2,111.448
57,Region 78,2024-08-26T02:00,381.033,71.3,77.1,8.1,8.4,111.448
57,Region 78,2024-08-26T03:00,396.438,73.5,76.8,4.5,8.1,111.448
57,Region 78,2024-08-26T04:00,611.354,80.1,81.8,2,7.4,111.448
57,Region 78,2024-08-26T05:00,2369.873,75.4,81.7,8.2,7.9,111.448
57,Region 78,2024-08-26T06:00,5221.362,71.3,81.3,14,8.4,111.448
57,Region 78,2024-08-26T07:00,6822.627,60.6,77.9,28.4,9.8,111.448
57,Region 78,2024-08-26T08:00,7052.483,45.8,74.1,61.7,13,111.448
57,Region 78,2024-08-26T09:00,5627.107,57.2,75.7,32.4,10.4,111.448
57,Region 78,2024-08-26T10:00,4979.682,60.1,72.8,21.1,9.9,111.448
57,Region 78,2024-08-26T11:00,5181.443,62.1,73.7,18.7,9.6,111.448
57,Region 78,2024-08-26T12:00,5474.212,61.3,74.4,21.3,9.7,111.448
57,Region 78,2024-08-26T13:00,5789.262,60.9,74.8,22.7,9.8,111.448
57,Region 78,2024-08-26T14:00,6091.59,60.5,73.7,21.8,9.9,111.448
57,Region 78,2024-08-26T15:00,6623.698,57,75,31.6,10.5,111.448
57,Region 78,2024-08-26T16:00,5125.006,27,67.1,148.6,22.2,111.448
57,Region 78,2024-08-26T17:00,5395.654,32.9,68.4,107.6,18.2,111.448
57,Region 78,2024-08-26T18:00,5083.372,60.9,72.5,19,9.8,111.448
57,Region 78,2024-08-26T19:00,3830.941,62.5,70.2,12.3,9.5,111.448
57,Region 78,2024-08-26T20:00,2926.127,64.1,70.9,10.6,9.3,111.448
57,Region 78,2024-08-26T21:00,2779.767,64.3,70.8,10.1,9.3,111.448
57,Region 78,2024-08-26T22:00,2011.786,71.1,74.5,4.8,8.4,111.448
57,Region 78,2024-08-26T23:00,1437.462,71.6,75.1,4.8,8.3,111.448
58,Region 79,2024-08-26T00:00,1644.545,71.4,72.4,1.3,8.3,84.495
58,Region 79,2024-08-26T01:00,839.462,76.4,77,0.8,7.8,84.495
58,Region 79,2024-08-26T02:00,656.975,70.4,71,0.7,8.5,84.495
58,Region 79,2024-08-26T03:00,602.033,80.3,81,0.8,7.4,84.495
58,Region 79,2024-08-26T04:00,974.508,86,86.5,0.5,6.9,84.495
58,Region 79,2024-08-26T05:00,3463.294,82,86.4,5.3,7.3,84.495
58,Region 79,2024-08-26T06:00,7850.325,74.3,84.1,13.1,8,84.495
58,Region 79,2024-08-26T07:00,10484.22,65.3,82.6,26.5,9.1,84.495
58,Region 79,2024-08-26T08:00,11007.696,47.4,78.4,65.3,12.6,84.495
58,Region 79,2024-08-26T09:00,8873.405,57.5,79.8,38.7,10.4,84.495
58,Region 79,2024-08-26T10:00,7670.763,63.8,77.7,21.7,9.4,84.495
58,Region 79,2024-08-26T11:00,8021.149,62.7,77.7,23.9,9.5,84.495
58,Region 79,2024-08-26T12:00,8846.328,59.7,76.8,28.4,10,84.495
58,Region 79,2024-08-26T13:00,9116.022,61.9,78.7,27,9.6,84.495
58,Region 79,2024-08-26T14:00,9579.746,60.1,78.1,29.8,9.9,84.495
58,Region 79,2024-08-26T15:00,10111.839,48.3,78.2,62,12.4,84.495
58,Region 79,2024-08-26T16:00,8345.723,31,74.6,140.2,19.3,84.495
58,Region 79,2024-08-26T17:00,9172.194,36.4,73.1,100.5,16.4,84.495
