,PO: REI3D101,Unnamed: 1,Route: REI-D101,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
408,14,,HLS0160,BEHEER,"Halte, NL:Q:42014202 Kaapseplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
409,15,,HLS0145,BEHEER,"Halte, NL:Q:42013001 Haagse Markt",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
410,16,,HLS0145,BEHEER,"Halte, NL:Q:42013001 Haagse Markt",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
411,17,,HLS0153,BEHEER,"Halte, NL:Q:42013501 Hobbemastraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
412,18,,HLS0154,BEHEER,"Halte, NL:Q:42013502 Hobbemastraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
413,19,,HLT2909,BEHEER,"Halte, NL:Q:32002909 Vaillantplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
414,20,,HLT2910,BEHEER,"Halte, NL:Q:32002910 Vaillantplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
415,21,,HLT2914,BEHEER,"Halte, NL:Q:32002914 Haagse Markt",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
416,22,,HLT2913,BEHEER,"Halte, NL:Q:32002913 Haagse Markt",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
417,23,,HLT3220,BEHEER,"Halte, NL:Q:32003220 Zuiderpark",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
418,24,,HLT3407,BEHEER,"Halte, NL:Q:32003407 Almeloplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
419,25,,HLT3409,BEHEER,"Halte, NL:Q:32003409 Gramsbergenlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
420,26,,HLT3410,BEHEER,"Halte, NL:Q:32003410 Gramsbergenlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
421,27,,HLT3408,BEHEER,"Halte, NL:Q:32003408 Almeloplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
422,28,,HLT3219,BEHEER,"Halte, NL:Q:32003219 Zuiderpark",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
423,,,,,,,,,,,
424,PO: REI3D201,,Route: REI-D201,,,,,,,,
425,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
426,1,,HLS0032,BEHEER,"Halte, NL:Q:42002201 Wateringseweg",Wateringseweg 1 Delft,REI-0023,,,,
427,2,,HLS0032,BEHEER,"Halte, NL:Q:42002201 Wateringseweg",Wateringseweg 1 Delft,REI-0023,,,,
428,3,,HLS0026,BEHEER,"Halte, NL:Q:42001801 Brasserskade (=Bankastraat)",Brasserkade 54 Delft,REI-0023,,,,
429,4,,HLS0027,BEHEER,"Halte, NL:Q:42001802 Brasserskade (=Bankastraat)",Brasserkade 54 Delft,REI-0023,,,,
430,5,,HLS0018,BEHEER,"Halte, NL:Q:42001201 Brasserskade",Brasserkade 172 Delft,REI-0023,,,,
431,6,,HLS0019,BEHEER,"Halte, NL:Q:42001202 Brasserskade",Brasserkade 172 Delft,REI-0023,,,,
432,7,,HLS0048,BEHEER,"Halte, NL:Q:42003002 GGZ Delfland",Sint Jorisweg 2 Delft,REI-0023,,,,
433,8,,HLS0047,BEHEER,"Halte, NL:Q:42003001 GGZ Delfland",Sint Jorisweg 7 Delft,REI-0023,,,,
434,9,,HLS0013,BEHEER,"Halte, NL:Q:42001002 Arubastraat",Insulindeweg 14 Delft,REI-0023,,,,
435,10,,HLS0013,BEHEER,"Halte, NL:Q:42001002 Arubastraat",Insulindeweg 5 Delft,REI-0023,,,,
436,11,,HLS0070,BEHEER,"Halte, NL:Q:42004702 Twee Molentjeskade",Van mierenveltlaan/Aan het Verlaat Delft,REI-0023,,,,
437,12,,HLS0069,BEHEER,"Halte, NL:Q:42004701 Twee Molentjeskade",Van mierenveltlaan/Aan het Verlaat Delft,REI-0023,,,,
438,13,,HLS0023,BEHEER,"Halte, NL:Q:42001402 Van Miereveltlaan (=De Bieslandhof)",Van mierenveltlaan 22 Delft,REI-0023,,,,
439,14,,HLS0022,BEHEER,"Halte, NL:Q:42001401 Van Miereveltlaan (=De Bieslandhof)",Van mierenveltlaan 1A Delft,REI-0023,,,,
440,15,,HLS0025,BEHEER,"Halte, NL:Q:42001502 Bieslandsekade",Lodensteynstraat 72 Delft,REI-0023,,,,
441,16,,HLS0024,BEHEER,"Halte, NL:Q:42001501 Bieslandsekade",Lodensteynstraat 72 Delft,REI-0023,,,,
442,17,,HLS0078,BEHEER,"Halte, NL:Q:42005102 Nieuwe Langendijk",Nieuwe Langedijk 61 Delft,REI-0023,,,,
443,18,,HLS0077,BEHEER,"Halte, NL:Q:42005101 Nieuwe Langendijk",Nieuwe Langedijk 74 Delft,REI-0023,,,,
444,19,,HLS0030,BEHEER,"Halte, NL:Q:42002001 Burgwal",Oude langendijk/Burgwal Delft,REI-0023,,,,
445,20,,HLS0031,BEHEER,"Halte, NL:Q:42002002 Burgwal",Oude langendijk 35 Delft,REI-0023,,,,
446,21,,HLS0083,BEHEER,"Halte, NL:Q:42005601 Poortcenter",Oostpoortweg/Weidepad Delft,REI-0023,,,,
447,22,,HLS0066,BEHEER,"Halte, NL:Q:42004401 Markt",Oudelangendijk/Markt Delft,REI-0023,,,,
448,23,,HLS0067,BEHEER,"Halte, NL:Q:42004402 Markt",Oudelangendijk/Markt Delft,REI-0023,,,,
449,24,,HLS0066,BEHEER,"Halte, NL:Q:42004401 Markt",Oudelangendijk/Markt Delft,REI-0023,,,,
450,25,,HLS0084,BEHEER,"Halte, NL:Q:42005602 Poortcenter",Oostpoortweg/viaduct A13 Delft,REI-0023,,,,
451,26,,HLS0052,BEHEER,"Halte, NL:Q:42003402 Ikea Delft",Olaf Palmerstraat/voor de IKEA Delft,REI-0023,,,,
452,27,,HLS0052,BEHEER,"Halte, NL:Q:42003402 Ikea Delft",Olaf Palmerstraat/voor de IKEA Delft,REI-0023,,,,
453,28,,HLS0319,BEHEER,"Halte, NL:Q:42069502 Olof Palmestraat",Olaf Palmerstraat 14 Delft,REI-0023,,,,
454,29,,HLS0318,BEHEER,"Halte, NL:Q:42069501 Olof Palmestraat",Olaf Palmerstraat 14 Delft,REI-0023,,,,
455,30,,HLS0038,BEHEER,"Halte, NL:Q:42002501 Olof Palmestraat  / Korftlaan",Olaf Palmerstraat/voor de IKEA Delft,REI-0023,,,,
456,31,,HLS0040,BEHEER,"Halte, NL:Q:42002502 Olof Palmestraat  / Korftlaan",Olaf Palmerstraat/voor de IKEA Delft,REI-0023,,,,
457,32,,HLS0374,BEHEER,"Halte, NL:Q:42072401 Camping",Korftlaan 5 Delft,REI-0023,,,,
458,,,,,,,,,,,
459,PO: REI3D202,,Route: REI-D202,,,,,,,,
460,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
461,1,,HLS0320,BEHEER,"Halte, NL:Q:42070101 Gasthuisland Bus sluis",Gasthuisland 10 Westland/ Midden-Delfland,REI-0023,,,,
462,2,,HLS0321,BEHEER,"Halte, NL:Q:42070102 Gasthuisland",Gasthuisland 10 Westland/ Midden-Delfland,REI-0023,,,,
463,3,,HLS0334,BEHEER,"Halte, NL:Q:42072701 Hoefslagendreef",Hollandendreef 9 Delft,REI-0023,,,,
464,4,,HLS0335,BEHEER,"Halte, NL:Q:42072702 Hoefslagendreef",Hollandendreef 9 Delft,REI-0023,,,,
465,5,,HLS0081,BEHEER,"Halte, NL:Q:42005501 Parkzoom",Hof van zilverlicht 16 Delft,REI-0023,,,,
466,6,,HLS0082,BEHEER,"Halte, NL:Q:42005502 Parkzoom",Hof van zilverlicht 83 Delft,REI-0023,,,,
467,7,,HLS0376,BEHEER,"Halte, NL:Q:42000901 Van Adrichemstraat",Van der Lelijstraat/van AdrichemstraatDelft,REI-0023,,,,
468,8,,HLS0103,BEHEER,"Halte, NL:Q:42006802 van der Lelijstraat",Van almondestraat 64 Delft,REI-0023,,,,
469,9,,HLS0102,BEHEER,"Halte, NL:Q:42006801 van der Lelijstraat",Van almondestraat 64 Delft,REI-0023,,,,
470,10,,HLS0061,BEHEER,"Halte, NL:Q:42004102 Lindenhof/Kuyperweg",Cort van der Lindenlaan 76 Delft,REI-0023,,,,
471,11,,HLS0061,BEHEER,"Halte, NL:Q:42004102 Lindenhof/Kuyperweg",Cort van der Lindenlaan 76 Delft,REI-0023,,,,
472,12,,HLS0111,BEHEER,"Halte, NL:Q:42007302 Weteringlaan",Weteringlaan 1 Delft,REI-0023,,,,
473,13,,HLS0110,BEHEER,"Halte, NL:Q:42007301 Weteringlaan",Weteringlaan 1 Delft,REI-0023,,,,
474,14,,HLS0049,BEHEER,"Halte, NL:Q:42003101 Hugo de Grootstraat",Adriaan Pauwstraat 2B Delft,REI-0023,,,,
475,15,,HLS0050,BEHEER,"Halte, NL:Q:42003102 Hugo de Grootstraat",Adriaan Pauwstraat 1 Delft,REI-0023,,,,
476,16,,HLC0472,BEHEER,"Halte, NL:Q:54260190 Bolwerk",Hugo de grootstraat,REI-0023,,,,Beschrijving activum aangepast
477,17,,HLC0473,BEHEER,"Halte, NL:Q:54260200 Bolwerk",Spoorsingel,REI-0023,,,,Beschrijving activum aangepast
478,18,,HLS0330,BEHEER,"Halte, NL:Q:42072001 Krakeelpolderweg",Krakeelpolderweg 50 Delft,REI-0023,,,,
479,19,,HLS0329,BEHEER,"Halte, NL:Q:42071901 Poolstraat (=Pootstraat)",Krakeelpolderweg 11 Delft,REI-0023,,,,
480,20,,HLS0036,BEHEER,"Halte, NL:Q:42002401 Componistenpad",Westlandseweg/Pr. Beatrixlaan Delft,REI-0023,,,,
481,21,,HLS0115,BEHEER,"Halte, NL:Q:42007702 Westlandseweg",Westlandseweg/Aletta Jacobsstraat Delft,REI-0023,,,,
482,22,,HLS0114,BEHEER,"Halte, NL:Q:42007701 Westlandseweg",Westlandseweg/Aletta Jacobsstraat Delft,REI-0023,,,,
483,23,,HLS0113,BEHEER,"Halte, NL:Q:42007402 Westlandhof",Aletta Jacobsstraat 180 Delft,REI-0023,,,,
484,24,,HLS0112,BEHEER,"Halte, NL:Q:42007401 Westlandhof",Aletta Jacobsstraat 180 Delft,REI-0023,,,,
485,25,,HLS0064,BEHEER,"Halte, NL:Q:42004301 Marlotlaan",Marotlaan 1 Delft,REI-0023,,,,
486,26,,HLS0065,BEHEER,"Halte, NL:Q:42004302 Marlotlaan",Marotlaan 1 Delft,REI-0023,,,,
487,27,,HLS0037,BEHEER,"Halte, NL:Q:42002402 Componistenpad",Westlandseweg/Pr. Beatrixlaan Delft,REI-0023,,,,
488,28,,HLS0377,BEHEER,"Halte, NL:Q:54162180 Persijnlaan",Prinses Beatrixlaan/Alexander Fleminglaan (Provincialeweg) delft,REI-0023,,,,
489,,,,,,,,,,,
490,PO: REI3D203,,Route: REI-D203,,,,,,,,
491,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
492,1,,HLS0076,BEHEER,"Halte, NL:Q:42005002 Nassauplein",Nassaulaan 29 Delft,REI-0023,,,,
493,2,,HLS0075,BEHEER,"Halte, NL:Q:42005001 Nassauplein",Nassaulaan 29 Delft,REI-0023,,,,
494,3,,HLS0088,BEHEER,"Halte, NL:Q:42005902 Poortlandplein",Nassaulaan 4 Delft,REI-0023,,,,
495,4,,HLS0087,BEHEER,"Halte, NL:Q:42005901 Poortlandplein",Nassaulaan 1 Delft,REI-0023,,,,
496,5,,HLS0029,BEHEER,"Halte, NL:Q:42001902 Botanische Tuin",Julianalaan 67A Delft,REI-0023,,,,
497,6,,HLS0028,BEHEER,"Halte, NL:Q:42001901 Botanische Tuin",Julianalaan 70 Delft,REI-0023,,,,
498,7,,HLS0378,BEHEER,"Halte, NL:Q:42004502 Michiel de Ruyterweg",Julianalaan 134 Delft,REI-0023,,,,
499,8,,HLS0068,BEHEER,"Halte, NL:Q:42004501 Michiel de Ruyterweg",Mijnbouwstraat 120 Delft,REI-0023,,,,
500,9,,HLS0100,BEHEER,"Halte, NL:Q:42006701 Stieltjesweg",Schoemakerstraat/Stieltjesweg Delft,REI-0023,,,,
501,10,,HLS0100,BEHEER,"Halte, NL:Q:42006701 Stieltjesweg",Schoemakerstraat/Stieltjesweg Delft,REI-0023,,,,
502,11,,HLS0079,BEHEER,"Halte, NL:Q:42005401 Van der Burghweg",Schoemakerstraat/van der Burghweg Delft,REI-0023,,,,
503,12,,HLS0080,BEHEER,"Halte, NL:Q:42005402 Van der Burghweg",Schoemakerstraat/van der Burghweg Delft,REI-0023,,,,
504,13,,HLS0098,BEHEER,"Halte, NL:Q:42006501 Schoemakerstraat",Prof. Telderslaan 50 Delft,REI-0023,,,,
505,14,,HLS0099,BEHEER,"Halte, NL:Q:42006502 Schoemakerstraat",Prof. Telderslaan 50 Delft,REI-0023,,,,
506,15,,HLS0085,BEHEER,"Halte, NL:Q:42005801 Prof. Krausstraat",Prof. Telderslaan 63 Delft,REI-0023,,,,
507,16,,HLS0086,BEHEER,"Halte, NL:Q:42005802 Prof. Krausstraat",Prof. Telderslaan 99E Delft,REI-0023,,,,
508,17,,HLS0391,BEHEER,"Halte, NL:Q:31003610 Vrijenban",Rotterdamseweg 402D Delft,REI-0023,,,,
509,18,,HLS0392,BEHEER,"Halte, NL:Q:31003626 Vrijenban",Rotterdamseweg 402D Delft,REI-0023,,,,
510,19,,HLS0393,BEHEER,"Halte, NL:Q:31003609 Scheepswerf Bocxe",Rotterdamseweg 420 Delft,REI-0023,,,,
511,20,,HLS0394,BEHEER,"Halte, NL:Q:31003627 Scheepswerf Bocxe",Rotterdamseweg 424 Delft,REI-0023,,,,
512,21,,HLS0395,BEHEER,"Halte, NL:Q:31003608 Ackerdijkseweg",Rotterdamseweg 219 Delft,REI-0023,,,,
513,22,,HLS0396,BEHEER,"Halte, NL:Q:31003628 Ackerdijkseweg",Rotterdamseweg 219 Delft,REI-0023,,,,
514,23,,HLS0092,BEHEER,"Halte, NL:Q:42006202 Reinier de Graaf Gasthuis",Reinier de Graafweg Delft,REI-0023,,,,
515,24,,HLS0091,BEHEER,"Halte, NL:Q:42006201 Reinier de Graaf Gasthuis",Reinier de Graafweg Delft,REI-0023,,,,
516,25,,HLS0096,BEHEER,"Halte, NL:Q:42006401 Schoolstaat",Reinier de Graafweg/Jan Thomeelaan Delft,REI-0023,,,,
517,26,,HLS0097,BEHEER,"Halte, NL:Q:42006402 Schoolstaat",Reinier de Graafweg/Jan Thomeelaan Delft,REI-0023,,,,
518,27,,HLS0063,BEHEER,"Halte, NL:Q:42004202 Brahmslaan",Jan Thoméelaan 54 Delft,REI-0023,,,,
519,28,,HLS0063,BEHEER,"Halte, NL:Q:42004202 Brahmslaan",Jan Thoméelaan 54 Delft,REI-0023,,,,
520,,,,,,,,,,,
521,PO: REI3D204,,Route: REI-D204,,,,,,,,
522,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
523,1,,HLS0340,BEHEER,"Halte, NL:Q:42074401 Frederik van Eedenlaan",Voorhofdreef/Frederik van Eedenlaan Delft,REI-0023,,,,
524,2,,HLS0053,BEHEER,"Halte, NL:Q:42003501 Jan Campertlaan",Voorhofdreef/Jan Campertlaan Delft,REI-0023,,,,
525,3,,HLS0073,BEHEER,"Halte, NL:Q:42004903 Menno ter Braaklaan",Voorhofdreef/Borsboom Toussaintplein Delft,REI-0023,,,,
526,4,,HLS0074,BEHEER,"Halte, NL:Q:42004904 Menno ter Braaklaan",Voorhofdreef/Menno ter Braaklaan Delft,REI-0023,,,,
527,5,,HLS0054,BEHEER,"Halte, NL:Q:42003502 Jan Campertlaan",Voorhofdreef/Jan Campertlaan Delft,REI-0023,,,,
528,6,,HLS0341,BEHEER,"Halte, NL:Q:42074402 Frederik van Eedenlaan",Voorhofdreef/J.J. Sauerhofflaan Delft,REI-0023,,,,
529,7,,HLS0056,BEHEER,"Halte, NL:Q:42003801 Kalfjeslaan",Busbaan Tanthof/Kalfjeslaan Delft,REI-0023,,,,
530,8,,HLS0057,BEHEER,"Halte, NL:Q:42003802 Kalfjeslaan",Busbaan Tanthof/Kalfjeslaan Delft,REI-0023,,,,
531,9,,HLS0041,BEHEER,"Halte, NL:Q:42002601 Edelhertlaan",Busbaan Tanthof/Edelhertlaan Delft,REI-0023,,,,
532,10,,HLS0041,BEHEER,"Halte, NL:Q:42002601 Edelhertlaan",Busbaan Tanthof/Edelhertlaan Delft,REI-0023,,,,
533,11,,HLS0045,BEHEER,"Halte, NL:Q:42002801 Fuutlaan",Busbaan Tanthof/Fuutlaan Delft,REI-0023,,,,
534,12,,HLS0045,BEHEER,"Halte, NL:Q:42002801 Fuutlaan",Busbaan Tanthof/Fuutlaan Delft,REI-0023,,,,
535,13,,HLS0093,BEHEER,"Halte, NL:Q:42006301 Rietzangerstraat",Busbaan Tanthof/Rietzangerstraat Delft,REI-0023,,,,
536,14,,HLS0094,BEHEER,"Halte, NL:Q:42006302 Rietzangerstraat",Busbaan Tanthof/Rietzangerstraat Delft,REI-0023,,,,
537,15,,HLS0379,BEHEER,"Halte, NL:Q:42000801 Abtswoude",Ghandilaan 63 Delft,REI-0023,,,,
538,16,,HLS0058,BEHEER,"Halte, NL:Q:42004001 Latijns Amerikalaan",Derde werelddreef/Latijns AmerikalaanDelft,REI-0023,,,,
539,17,,HLS0059,BEHEER,"Halte, NL:Q:42004002 Latijns Amerikalaan",Derde werelddreef/Latijns Amerikalaan Delft,REI-0023,,,,
540,18,,HLS0107,BEHEER,"Halte, NL:Q:42007102 Vrijheidslaan",Buitenhofdreef Delft,REI-0023,,,,
541,19,,HLS0106,BEHEER,"Halte, NL:Q:42007101 Vrijheidslaan",Buitenhofdreef Delft,REI-0023,,,,
542,20,,HLS0021,BEHEER,"Halte, NL:Q:42001302 Van der Slootsingel (=Buitenhofdreef)",van der Slootsingel/van HasseltlaanDelft,REI-0023,,,,
543,21,,HLS0020,BEHEER,"Halte, NL:Q:42001301 Van der Slootsingel (=Buitenhofdreef)",van der Slootsingel/van Hasseltlaan Delft,REI-0023,,,,
544,,,,,,,,,,,
545,PO: REI3D205,,Route: REI-D205,,,,,,,,
546,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
547,1,,HLS0072,BEHEER,"Halte, NL:Q:42004802 Mozartlaan",Mozartlaan 424 Delft,REI-0023,,,,
548,2,,HLS0071,BEHEER,"Halte, NL:Q:42004801 Mozartlaan",Mozartlaan 424 Delft,REI-0023,,,,
549,3,,HLS0034,BEHEER,"Halte, NL:Q:42002301 Chopinlaan",Mozartlaan 674 Delft,REI-0023,,,,
550,4,,HLS0035,BEHEER,"Halte, NL:Q:42002302 Chopinlaan",Mozartlaan 674 Delft,REI-0023,,,,
551,5,,HLS0105,BEHEER,"Halte, NL:Q:42006902 van der Slootsingel",Beethovenlaan 228 Delft,REI-0023,,,,
552,6,,HLT9109,BEHEER,"Halte, NL:Q:32009109 Van der Slootsingel",Beethovenlaan 230 Delft,REI-0023,,,,
553,7,,HLS0317,BEHEER,"Halte, NL:Q:42068501 Technopolis",Huismansingel/Heertjselaan Delft,REI-0023,,,,
554,8,,HLS0358,BEHEER,"Halte, NL:Q:42076602 Technopolis",Mekelweg/Heertjeslaan Delft,REI-0023,,,,
555,9,,HLS0357,BEHEER,"Halte, NL:Q:42076601 Technopolis",Mekelweg/Heertjeslaan Delft,REI-0023,,,,
556,10,,HLS0356,BEHEER,"Halte, NL:Q:42076502 TU-Kluyverpark",Mekelweg/Watermanweg Delft,REI-0023,,,,
557,11,,HLS0355,BEHEER,"Halte, NL:Q:42076501 TU-Kluyverpark",Mekelweg/Watermanweg Delft,REI-0023,,,,
558,12,,HLS0355,BEHEER,"Halte, NL:Q:42076501 TU-Kluyverpark",Mekelweg/Watermanweg Delft,REI-0023,,,,
559,13,,HLS0344,BEHEER,"Halte, NL:Q:42075701 TU-Sport & Cultuur",Mekelweg/van den Broekweg Delft,REI-0023,,,,
560,14,,HLS0344,BEHEER,"Halte, NL:Q:42075701 TU-Sport & Cultuur",Mekelweg/van den Broekweg Delft,REI-0023,,,,
561,15,,HLS0345,BEHEER,"Halte, NL:Q:42075702 TU-Sport & Cultuur",Mekelweg/van den Broekweg Delft,REI-0023,,,,
562,16,,HLS0346,BEHEER,"Halte, NL:Q:42075801 TU-Mekelpark",Mekelweg/Cornelis Drebbelweg Delft,REI-0023,,,,
563,17,,HLS0346,BEHEER,"Halte, NL:Q:42075801 TU-Mekelpark",Mekelweg/Cornelis Drebbelweg Delft,REI-0023,,,,
564,18,,HLS0347,BEHEER,"Halte, NL:Q:42075802 TU-Mekelpark",Mekelweg/Christiaan Huygensweg Delft,REI-0023,,,,
565,19,,HLS0015,BEHEER,"Halte, NL:Q:42001102 TU - Aula",Mekelweg/Christiaan Huygensweg Delft,REI-0023,,,,
566,20,,HLS0017,BEHEER,"Halte, NL:Q:42001104 TU - Aula",Mekelweg/Christiaan Huygensweg Delft,REI-0023,,,,
567,21,,HLS0016,BEHEER,"Halte, NL:Q:42001103 TU - Aula",Mekelweg/Christiaan Huygensweg Delft,REI-0023,,,,
568,22,,HLS0016,BEHEER,"Halte, NL:Q:42001103 TU - Aula",Mekelweg/Christiaan Huygensweg Delft,REI-0023,,,,
569,,,,,,,,,,,
570,PO: REI3D301,,Route: REI-D301,,,,,,,,
571,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
572,1,,HLS0272,BEHEER,"Halte, NL:Q:42035801 De Tol",Haagweg 157 Monster,REI-0023,,,,
573,2,,HLS0272,BEHEER,"Halte, NL:Q:42035801 De Tol",Haagweg 157 Monster,REI-0023,,,,
574,3,,HLS0268,BEHEER,"Halte, NL:Q:42035601 Plaats Langeveld",Haagweg 119 Monster,REI-0023,,,,
575,4,,HLS0268,BEHEER,"Halte, NL:Q:42035601 Plaats Langeveld",Haagweg 119 Monster,REI-0023,,,,
576,5,,HLS0270,BEHEER,"Halte, NL:Q:42035701 Schelppad",Haagweg 37 Monster,REI-0023,,,,
577,6,,HLS0271,BEHEER,"Halte, NL:Q:42035702 Schelppad",Haagweg 37 Monster,REI-0023,,,,
578,7,,HLS0279,BEHEER,"Halte, NL:Q:42036202 Watergat",Haagweg/Rijnweg Monster,REI-0023,,,,
579,8,,HLS0278,BEHEER,"Halte, NL:Q:42036201 Watergat",Haagweg/Rijnweg Monster,REI-0023,,,,
580,9,,HLS0277,BEHEER,"Halte, NL:Q:42036002 Verdilaan",Molenweg 7 Monster,REI-0023,,,,
581,10,,HLS0276,BEHEER,"Halte, NL:Q:42036001 Verdilaan",Molenweg 7 Monster,REI-0023,,,,
582,11,,HLS0422,BEHEER,"Halte, NL:Q:54290170 Madeweg",Molenweg 2 Monster,REI-0023,,,,Nieuw activum aangemaakt
583,12,,HLS0423,BEHEER,"Halte, NL:Q:54290180 Madeweg",Molenweg 45 Monster,REI-0023,,,,Nieuw activum aangemaakt
584,,,HLS0265,BEHEER,"Halte, NL:Q:42035201 Duinstraat",Molenstraat 224 Monster,REI-0023,,,,Verwijderen
585,13,,HLS0264,BEHEER,"Halte, NL:Q:42035202 Duinstraat",Molenstraat 224 Monster,REI-0023,,,,Halte bestaat
586,14,,HLS0274,BEHEER,"Halte, NL:Q:42035902 Taets van Amerongenstraat",Goudenregenstraat 2 Monster,REI-0023,,,,Halte bestaat
587,,,HLS0275,BEHEER,"Halte, NL:Q:42035901 Taets van Amerongenstraat",Larixlaan 54 Monster,REI-0023,,,,Verwijderen
588,,,HLS0262,BEHEER,"Halte, NL:Q:42035101 Acaciastraat",Acaciastraat 1 Monster,REI-0023,,,,Verwijderen
589,15,,HLS0263,BEHEER,"Halte, NL:Q:42035102 Acaciastraat",Acaciastraat 1 Monster,REI-0023,,,,Halte bestaat
590,16,,HLS0267,BEHEER,"Halte, NL:Q:42035302 Emmaplein",Hortensiastraat 50 Monster,REI-0023,,,,Halte bestaat
591,,,HLS0266,BEHEER,"Halte, NL:Q:42035301 Emmaplein",Hortensiastraat 50 Monster,REI-0023,,,,Verwijderen
592,17,,HLS0228,BEHEER,"Halte, NL:Q:42021701 Hoflaan",Kon Julianalaan/van Heuven Goedhart's-Gravenzande l aan,REI-0023,,,,
593,18,,HLS0222,BEHEER,"Halte, NL:Q:42021201 De Brug",Oude Landstraat 166 's-Gravenzande,REI-0023,,,,
594,19,,HLS0232,BEHEER,"Halte, NL:Q:42022002 Langestraat (2x)",Oude Landstraat 2A 's-Gravenzande,REI-0023,,,,
595,20,,HLS0233,BEHEER,"Halte, NL:Q:42022301 Naaldwijkseweg",Vestdijklaan 11 's-Gravenzande,REI-0023,,,,
596,21,,HLS0237,BEHEER,"Halte, NL:Q:42023301 Zandeveltplein (2x)",Zandeveltstraat 's-Gravenzande,REI-0023,,,,
597,22,,HLS0237,BEHEER,"Halte, NL:Q:42023301 Zandeveltplein (2x)",Zandeveltstraat 's-Gravenzande,REI-0023,,,,
598,23,,HLS0234,BEHEER,"Halte, NL:Q:42022302 Naaldwijkseweg",Vestdijklaan 3 's-Gravenzande,REI-0023,,,,
599,24,,HLS0232,BEHEER,"Halte, NL:Q:42022002 Langestraat (2x)",Oude Landstraat 7 's-Gravenzande,REI-0023,,,,
600,25,,HLS0223,BEHEER,"Halte, NL:Q:42021202 De Brug",Oude Landstraat 170 's-Gravenzande,REI-0023,,,,
601,26,,HLS0229,BEHEER,"Halte, NL:Q:42021702 Hoflaan",Kon Julianalaan/van Heuven 's-Gravenzande aan,REI-0023,,,,Verplaatst van D302 naar D301
602,,,,,,,,,,,
603,PO: REI3D302,,Route: REI-D302,,,,,,,,
604,1,,HLS0244,BEHEER,"Halte, NL:Q:42026501 Raaphorstbrug",Heulweg 43B Kwintsheul,REI-0023,,,,
605,2,,HLS0244,BEHEER,"Halte, NL:Q:42026501 Raaphorstbrug",Heulweg 54A Kwintsheul,REI-0023,,,,
606,3,,HLS0245,BEHEER,"Halte, NL:Q:42026601 RK-Kerk",Kerkstraat/de Raaphorst Kwintsheul,REI-0023,,,,
607,4,,HLS0246,BEHEER,"Halte, NL:Q:42026602 RK-Kerk",Kerkstraat/de Raaphorst Kwintsheul,REI-0023,,,,
608,5,,HLS0291,BEHEER,"Halte, NL:Q:42041001 Pijle Tuinen",Middel Broekweg/Pijle Tuinenweg Naaldwijk,REI-0023,,,,
609,6,,HLS0292,BEHEER,"Halte, NL:Q:42041002 Pijle Tuinen",Middel Broekweg/Pijle Tuinenweg Naaldwijk,REI-0023,,,,
610,7,,HLS0288,BEHEER,"Halte, NL:Q:42040602 Linde",Secretaris Verhoefweg/Linde Naaldwijk,REI-0023,,,,
611,8,,HLS0290,BEHEER,"Halte, NL:Q:42040702 Lage Woerd",van der Hoevenstraat/Lage Woerd Naaldwijk,REI-0023,,,,
612,9,,HLS0285,BEHEER,"Halte, NL:Q:42040501 Industriestraat",Dijkweg 56 Naaldwijk,REI-0023,,,,
